concept_id,priority,pool_tier,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0003,A,main_pool,Cavitation Bubble Growth and Collapse video,physics_physical_systems,Cavitation Bubble Growth and Collapse,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Cavitation Bubble Growth and Collapse, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=空化泡生长与塌缩; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0003,A,main_pool,空化泡生长与塌缩 Cavitation Bubble Growth and Collapse,physics_physical_systems,Cavitation Bubble Growth and Collapse,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Cavitation Bubble Growth and Collapse, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=空化泡生长与塌缩; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0004,A,main_pool,Kelvin-Helmholtz Instability,physics_physical_systems,Kelvin-Helmholtz Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Kelvin-Helmholtz Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=开尔文-亥姆霍兹不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0004,A,main_pool,Kelvin-Helmholtz Instability experiment,physics_physical_systems,Kelvin-Helmholtz Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Kelvin-Helmholtz Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=开尔文-亥姆霍兹不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0004,A,main_pool,Kelvin-Helmholtz Instability demonstration,physics_physical_systems,Kelvin-Helmholtz Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Kelvin-Helmholtz Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=开尔文-亥姆霍兹不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0004,A,main_pool,Kelvin-Helmholtz Instability slow motion,physics_physical_systems,Kelvin-Helmholtz Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Kelvin-Helmholtz Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=开尔文-亥姆霍兹不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0004,A,main_pool,Kelvin-Helmholtz Instability video,physics_physical_systems,Kelvin-Helmholtz Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Kelvin-Helmholtz Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=开尔文-亥姆霍兹不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0004,A,main_pool,开尔文-亥姆霍兹不稳定性 Kelvin-Helmholtz Instability,physics_physical_systems,Kelvin-Helmholtz Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Kelvin-Helmholtz Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=开尔文-亥姆霍兹不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0005,A,main_pool,Rayleigh-Taylor Instability,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0005,A,main_pool,Rayleigh-Taylor Instability experiment,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0005,A,main_pool,Rayleigh-Taylor Instability demonstration,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0005,A,main_pool,Rayleigh-Taylor Instability slow motion,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0005,A,main_pool,Rayleigh-Taylor Instability video,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0005,A,main_pool,瑞利-泰勒不稳定性 Rayleigh-Taylor Instability,physics_physical_systems,Rayleigh-Taylor Instability,physics_physical_systems,physics_family_01,"Candidate must show the temporal sequence that instantiates Rayleigh-Taylor Instability, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=瑞利-泰勒不稳定性; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect experiment,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect demonstration,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect slow motion,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,Weissenberg Rod-Climbing Effect video,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0064,A,main_pool,魏森贝格爬杆效应 Weissenberg Rod-Climbing Effect,chemistry_materials_change,Weissenberg Rod-Climbing Effect,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Weissenberg Rod-Climbing Effect, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=魏森贝格爬杆效应; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth experiment,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth demonstration,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth slow motion,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,Dendritic Crystal Growth video,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0066,A,main_pool,树枝状晶体生长 Dendritic Crystal Growth,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=树枝状晶体生长; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization experiment,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization demonstration,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization slow motion,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,Supercooled Liquid Rapid Crystallization video,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0069,A,main_pool,过冷液体瞬时结晶 Supercooled Liquid Rapid Crystallization,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=过冷液体瞬时结晶; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth experiment,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth demonstration,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth slow motion,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,Chemical Garden Growth video,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0076,A,main_pool,化学花园生长 Chemical Garden Growth,chemistry_materials_change,Chemical Garden Growth,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Chemical Garden Growth, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=化学花园生长; concept_type=实验动态图样; priority=A; pool_tier=main_pool
vdcr_concept_0108,A,main_pool,C-Start Escape Response,biology_living_systems,C-Start Escape Response,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates C-Start Escape Response, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=C 型快速逃逸反应; concept_type=专有动态动作概念; priority=A; pool_tier=main_pool
vdcr_concept_0108,A,main_pool,C-Start Escape Response experiment,biology_living_systems,C-Start Escape Response,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates C-Start Escape Response, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=C 型快速逃逸反应; concept_type=专有动态动作概念; priority=A; pool_tier=main_pool
vdcr_concept_0108,A,main_pool,C-Start Escape Response demonstration,biology_living_systems,C-Start Escape Response,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates C-Start Escape Response, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=C 型快速逃逸反应; concept_type=专有动态动作概念; priority=A; pool_tier=main_pool
vdcr_concept_0108,A,main_pool,C-Start Escape Response slow motion,biology_living_systems,C-Start Escape Response,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates C-Start Escape Response, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=C 型快速逃逸反应; concept_type=专有动态动作概念; priority=A; pool_tier=main_pool
vdcr_concept_0108,A,main_pool,C-Start Escape Response video,biology_living_systems,C-Start Escape Response,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates C-Start Escape Response, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=C 型快速逃逸反应; concept_type=专有动态动作概念; priority=A; pool_tier=main_pool
vdcr_concept_0108,A,main_pool,C 型快速逃逸反应 C-Start Escape Response,biology_living_systems,C-Start Escape Response,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates C-Start Escape Response, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=C 型快速逃逸反应; concept_type=专有动态动作概念; priority=A; pool_tier=main_pool
vdcr_concept_0111,A,main_pool,Metachronal Wave Locomotion,biology_living_systems,Metachronal Wave Locomotion,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Metachronal Wave Locomotion, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=节律相位波推进; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0111,A,main_pool,Metachronal Wave Locomotion experiment,biology_living_systems,Metachronal Wave Locomotion,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Metachronal Wave Locomotion, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=节律相位波推进; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0111,A,main_pool,Metachronal Wave Locomotion demonstration,biology_living_systems,Metachronal Wave Locomotion,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Metachronal Wave Locomotion, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=节律相位波推进; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0111,A,main_pool,Metachronal Wave Locomotion slow motion,biology_living_systems,Metachronal Wave Locomotion,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Metachronal Wave Locomotion, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=节律相位波推进; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0111,A,main_pool,Metachronal Wave Locomotion video,biology_living_systems,Metachronal Wave Locomotion,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Metachronal Wave Locomotion, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=节律相位波推进; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0111,A,main_pool,节律相位波推进 Metachronal Wave Locomotion,biology_living_systems,Metachronal Wave Locomotion,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Metachronal Wave Locomotion, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=节律相位波推进; concept_type=自然动态机制; priority=A; pool_tier=main_pool
vdcr_concept_0112,A,main_pool,Bubble-Net Feeding,biology_living_systems,Bubble-Net Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Bubble-Net Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泡泡网捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0112,A,main_pool,Bubble-Net Feeding experiment,biology_living_systems,Bubble-Net Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Bubble-Net Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泡泡网捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0112,A,main_pool,Bubble-Net Feeding demonstration,biology_living_systems,Bubble-Net Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Bubble-Net Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泡泡网捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0112,A,main_pool,Bubble-Net Feeding slow motion,biology_living_systems,Bubble-Net Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Bubble-Net Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泡泡网捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0112,A,main_pool,Bubble-Net Feeding video,biology_living_systems,Bubble-Net Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Bubble-Net Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泡泡网捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0112,A,main_pool,泡泡网捕食 Bubble-Net Feeding,biology_living_systems,Bubble-Net Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Bubble-Net Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泡泡网捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0113,A,main_pool,Mud-Ring Feeding,biology_living_systems,Mud-Ring Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Mud-Ring Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泥环捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0113,A,main_pool,Mud-Ring Feeding experiment,biology_living_systems,Mud-Ring Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Mud-Ring Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泥环捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0113,A,main_pool,Mud-Ring Feeding demonstration,biology_living_systems,Mud-Ring Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Mud-Ring Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泥环捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0113,A,main_pool,Mud-Ring Feeding slow motion,biology_living_systems,Mud-Ring Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Mud-Ring Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泥环捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0113,A,main_pool,Mud-Ring Feeding video,biology_living_systems,Mud-Ring Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Mud-Ring Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泥环捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0113,A,main_pool,泥环捕食 Mud-Ring Feeding,biology_living_systems,Mud-Ring Feeding,biology_living_systems,biology_family_01,"Candidate must show the temporal sequence that instantiates Mud-Ring Feeding, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=泥环捕食; concept_type=生态行为策略; priority=A; pool_tier=main_pool
vdcr_concept_0190,A,main_pool,Downburst / Microburst Outflow,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, static result, or generic action.",0,30,vdcr_direct_answer; concept_zh=下击暴流出流扩散; concept_type=自然动态机制; priority=A; pool_tier=main_pool
