video_id,split_status,category,knowledge_point,answer,source_url,local_media,first_frame,middle_frame,last_frame,sparse_sheet,shortcut_decision,single_frame_sufficient,sparse_frames_sufficient,review_notes
dynaknow_000088,accepted,everyday_causal_mechanisms,Pressure differences can move fluids.,B,https://commons.wikimedia.org/wiki/File:Meca_siphon.webm,media/segments/dynaknow_000088.mp4,media/frames/dynaknow_000088/first.jpg,media/frames/dynaknow_000088/middle.jpg,media/frames/dynaknow_000088/last.jpg,media/contact_sheets/sparse/dynaknow_000088_sparse.jpg,accept_dynamic_seed,no,yes,Trimmed siphon segment removes opening title frames and keeps visible liquid movement through the tube. A single frame shows apparatus but not sustained transfer.
dynaknow_000089,accepted,everyday_causal_mechanisms,Pressure differences can move fluids.,A,https://commons.wikimedia.org/wiki/File:Siphon.webm,media/raw/dynaknow_000089.webm,media/frames/dynaknow_000089/first.jpg,media/frames/dynaknow_000089/middle.jpg,media/frames/dynaknow_000089/last.jpg,media/contact_sheets/sparse/dynaknow_000089_sparse.jpg,accept_dynamic_seed,no,yes,Siphon source title is kept only in provenance and should be hidden from evaluation JSONL. Frames show no visible explanatory text and liquid level changes through the tube over time.
dynaknow_000004,rejected_or_revise,chemistry_material_change,A solid can absorb heat and melt into a liquid.,A,https://commons.wikimedia.org/wiki/File:Melting_Ice_time_lapse.webm,media/raw/dynaknow_000004.webm,media/frames/dynaknow_000004/first.jpg,media/frames/dynaknow_000004/middle.jpg,media/frames/dynaknow_000004/last.jpg,media/contact_sheets/sparse/dynaknow_000004_sparse.jpg,needs_hard_negative_revision,maybe,yes,"Melting is dynamic, but a single frame showing ice in water may let models infer melting from common priors and option wording."
dynaknow_000005,rejected_or_revise,biology_life_processes,Plant shoots can grow toward a light source.,A,https://commons.wikimedia.org/wiki/File:Phototropism_in_Solanum_lycopersicum.webm,media/raw/dynaknow_000005.webm,media/frames/dynaknow_000005/first.jpg,media/frames/dynaknow_000005/middle.jpg,media/frames/dynaknow_000005/last.jpg,media/contact_sheets/sparse/dynaknow_000005_sparse.jpg,reject_single_frame_shortcut,yes,yes,"Plant shoots are already visibly oriented in single frames; the source title also exposes phototropism, so this is weak for v1 filtering."
dynaknow_000006,rejected_or_revise,biology_life_processes,Seed germination involves root and shoot emergence.,A,https://commons.wikimedia.org/wiki/File:Sabzeh_sprouting_seeds_timelapse.webm,media/raw/dynaknow_000006.webm,media/frames/dynaknow_000006/first.jpg,media/frames/dynaknow_000006/middle.jpg,media/frames/dynaknow_000006/last.jpg,media/contact_sheets/sparse/dynaknow_000006_sparse.jpg,reject_single_frame_shortcut,yes,yes,"Final frame alone strongly suggests seed germination/root-shoot emergence, so this fails the single-frame insufficiency criterion."
dynaknow_000008,rejected_or_revise,everyday_causal_mechanisms,Pressure differences can move fluids.,A,https://commons.wikimedia.org/wiki/File:Water_candle_experiment.webm,media/raw/dynaknow_000008.webm,media/frames/dynaknow_000008/first.jpg,media/frames/dynaknow_000008/middle.jpg,media/frames/dynaknow_000008/last.jpg,media/contact_sheets/sparse/dynaknow_000008_sparse.jpg,needs_mechanism_revision,no,yes,"Water rises after the candle is covered, but pressure-difference wording may require background explanation not fully isolated visually."
dynaknow_000009,rejected_or_revise,procedural_operational_principles,Filtering separates solids from liquids by particle size.,A,https://commons.wikimedia.org/wiki/File:Vacuum_pump_filter_pour_sample_and_turn_on.webm,media/raw/dynaknow_000009.webm,media/frames/dynaknow_000009/first.jpg,media/frames/dynaknow_000009/middle.jpg,media/frames/dynaknow_000009/last.jpg,media/contact_sheets/sparse/dynaknow_000009_sparse.jpg,needs_visual_segment_selection,maybe,yes,Filtration setup is visible but the contact sheet does not strongly show retained particles versus passed liquid; needs a tighter segment or different candidate.
dynaknow_000011,rejected_or_revise,chemistry_material_change,A solid can absorb heat and melt into a liquid.,A,https://commons.wikimedia.org/wiki/File:Timelapse-crystal.ogv,media/raw/dynaknow_000011.ogv,media/frames/dynaknow_000011/first.jpg,media/frames/dynaknow_000011/middle.jpg,media/frames/dynaknow_000011/last.jpg,media/contact_sheets/sparse/dynaknow_000011_sparse.jpg,needs_full_video_review,uncertain,yes,"Sparse frames show texture/crystal-like change but do not clearly establish melting; source title is generic, so full video review is needed before keeping."
dynaknow_000012,rejected_or_revise,chemistry_material_change,A solid can absorb heat and melt into a liquid.,B,https://commons.wikimedia.org/wiki/File:Time-Lapse.ogv,media/raw/dynaknow_000012.ogv,media/frames/dynaknow_000012/first.jpg,media/frames/dynaknow_000012/middle.jpg,media/frames/dynaknow_000012/last.jpg,media/contact_sheets/sparse/dynaknow_000012_sparse.jpg,needs_static_shortcut_review,maybe,yes,"Sparse frames clearly show ice changing toward liquid; a single late frame may also suggest melting, so hard negatives and single-frame sufficiency need review."
dynaknow_000014,rejected_or_revise,procedural_operational_principles,Filtering separates solids from liquids by particle size.,D,https://commons.wikimedia.org/wiki/File:Backwashing_demo_at_a_water_filtration_plant.webm,media/raw/dynaknow_000014.webm,media/frames/dynaknow_000014/first.jpg,media/frames/dynaknow_000014/middle.jpg,media/frames/dynaknow_000014/last.jpg,media/contact_sheets/sparse/dynaknow_000014_sparse.jpg,reject_static_equipment_or_title_leak,yes,yes,Source title and static equipment strongly indicate filtration/backwashing; current frames do not isolate particle-size separation as visual temporal evidence.
dynaknow_000017,rejected_or_revise,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,C,https://commons.wikimedia.org/wiki/File:Torsion-pendulum.ogv,media/raw/dynaknow_000017.ogv,media/frames/dynaknow_000017/first.jpg,media/frames/dynaknow_000017/middle.jpg,media/frames/dynaknow_000017/last.jpg,media/contact_sheets/sparse/dynaknow_000017_sparse.jpg,reject_title_or_single_frame_shortcut,yes,yes,"Source title states torsion pendulum and still frames show a pendulum apparatus, making the pendulum knowledge point too easy without full video."
dynaknow_000022,rejected_or_revise,biology_life_processes,Some organisms move toward or away from light.,D,https://commons.wikimedia.org/wiki/File:Oxalis_Triangularis_Photonasty_Timelapse.ogv,media/raw/dynaknow_000022.ogv,media/frames/dynaknow_000022/first.jpg,media/frames/dynaknow_000022/middle.jpg,media/frames/dynaknow_000022/last.jpg,media/contact_sheets/sparse/dynaknow_000022_sparse.jpg,needs_knowledge_point_revision,maybe,yes,"Frames show Oxalis leaves changing state, but the current option says organisms move toward/away from light; photonasty/open-close response is more precise."
dynaknow_000024,rejected_or_revise,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,B,https://commons.wikimedia.org/wiki/File:MagneticPendulum_VariableFriction.ogv,media/raw/dynaknow_000024.ogv,media/frames/dynaknow_000024/first.jpg,media/frames/dynaknow_000024/middle.jpg,media/frames/dynaknow_000024/last.jpg,media/contact_sheets/sparse/dynaknow_000024_sparse.jpg,reject_title_or_mechanism_confound,uncertain,yes,"Source title leaks magnetic pendulum, and the colorful trajectory suggests a magnetic/friction system rather than clean pendulum energy exchange."
dynaknow_000025,rejected_or_revise,physics_mechanics,A pendulum exchanges gravitational potential energy and kinetic energy.,C,https://commons.wikimedia.org/wiki/File:Dynamikum_Gekoppelte_Pendel.ogv,media/raw/dynaknow_000025.ogv,media/frames/dynaknow_000025/first.jpg,media/frames/dynaknow_000025/middle.jpg,media/frames/dynaknow_000025/last.jpg,media/contact_sheets/sparse/dynaknow_000025_sparse.jpg,reject_single_frame_shortcut,yes,yes,"Still frames reveal a coupled pendulum apparatus, making the pendulum answer likely even without observing full motion."
dynaknow_000028,rejected_or_revise,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,B,https://commons.wikimedia.org/wiki/File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s008.ogv,media/raw/dynaknow_000028.ogv,media/frames/dynaknow_000028/first.jpg,media/frames/dynaknow_000028/middle.jpg,media/frames/dynaknow_000028/last.jpg,media/contact_sheets/sparse/dynaknow_000028_sparse.jpg,reject_specialist_title_leakage,uncertain,yes,Microscopy/source title references nanoparticle magneto-rotation; the item needs specialist context and title leaks the magnetic mechanism.
dynaknow_000029,rejected_or_revise,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,C,https://commons.wikimedia.org/wiki/File:Nanoparticle-Induced-Cell-Magneto-Rotation-Monitoring-Morphology-Stress-and-Drug-Sensitivity-of-a-pone.0028475.s007.ogv,media/raw/dynaknow_000029.ogv,media/frames/dynaknow_000029/first.jpg,media/frames/dynaknow_000029/middle.jpg,media/frames/dynaknow_000029/last.jpg,media/contact_sheets/sparse/dynaknow_000029_sparse.jpg,reject_specialist_title_leakage,uncertain,yes,Microscopy/source title references nanoparticle magneto-rotation; visual evidence alone is not suitable for basic dynamic knowledge recognition.
dynaknow_000031,rejected_or_revise,everyday_causal_mechanisms,Magnetic fields can align or attract ferromagnetic materials.,A,https://commons.wikimedia.org/wiki/File:Magnetotactic-molecular-architectures-from-self-assembly-of-%CE%B2-peptide-foldamers-ncomms9747-s3.ogv,media/raw/dynaknow_000031.ogv,media/frames/dynaknow_000031/first.jpg,media/frames/dynaknow_000031/middle.jpg,media/frames/dynaknow_000031/last.jpg,media/contact_sheets/sparse/dynaknow_000031_sparse.jpg,reject_specialist_title_leakage,uncertain,yes,"Magnetotactic/molecular source title leaks the mechanism, and the microscopic visual requires specialist knowledge."
dynaknow_000034,rejected_or_revise,biology_life_processes,Seed germination involves root and shoot emergence.,D,https://commons.wikimedia.org/wiki/File:Carnivorous_Plant_Time_Lapse_(Drosera_Capensis)_%22eating%22_a_Fruit_Fly.ogv,media/raw/dynaknow_000034.ogv,media/frames/dynaknow_000034/first.jpg,media/frames/dynaknow_000034/middle.jpg,media/frames/dynaknow_000034/last.jpg,media/contact_sheets/sparse/dynaknow_000034_sparse.jpg,reject_wrong_knowledge_point,yes,yes,"Source and frames show a carnivorous plant/fly interaction, not seed germination with root and shoot emergence."
dynaknow_000035,rejected_or_revise,biology_life_processes,Seed germination involves root and shoot emergence.,A,https://commons.wikimedia.org/wiki/File:Apex_reorientation_in_Pinus_pinaster_during_the_first_24h_after_plant_inclination_-_1471-2229-10-217-S1.ogv,media/raw/dynaknow_000035.ogv,media/frames/dynaknow_000035/first.jpg,media/frames/dynaknow_000035/middle.jpg,media/frames/dynaknow_000035/last.jpg,media/contact_sheets/sparse/dynaknow_000035_sparse.jpg,reject_wrong_knowledge_point,yes,yes,"Frames show plant apex reorientation after inclination, not seed germination."
dynaknow_000036,rejected_or_revise,biology_life_processes,Seed germination involves root and shoot emergence.,B,https://commons.wikimedia.org/wiki/File:365_days_tree.ogv,media/raw/dynaknow_000036.ogv,media/frames/dynaknow_000036/first.jpg,media/frames/dynaknow_000036/middle.jpg,media/frames/dynaknow_000036/last.jpg,media/contact_sheets/sparse/dynaknow_000036_sparse.jpg,reject_wrong_knowledge_point,yes,yes,"Frames show seasonal/tree canopy change, not seed germination."
dynaknow_000057,rejected_or_revise,chemistry_material_change,Some chemical reactions produce color change.,A,https://commons.wikimedia.org/wiki/File:Cat.ogv,media/raw/dynaknow_000057.ogv,media/frames/dynaknow_000057/first.jpg,media/frames/dynaknow_000057/middle.jpg,media/frames/dynaknow_000057/last.jpg,media/contact_sheets/sparse/dynaknow_000057_sparse.jpg,reject_animation_not_video_knowledge,yes,yes,"This is a chemical structure animation, not a natural video process. It does not satisfy the visual dynamic-video knowledge requirement."
dynaknow_000061,rejected_or_revise,chemistry_material_change,Combustion requires fuel and oxygen.,A,https://commons.wikimedia.org/wiki/File:Corona.ogv,media/raw/dynaknow_000061.ogv,media/frames/dynaknow_000061/first.jpg,media/frames/dynaknow_000061/middle.jpg,media/frames/dynaknow_000061/last.jpg,media/contact_sheets/sparse/dynaknow_000061_sparse.jpg,needs_mechanism_revision,maybe,yes,"Candle/flame dynamics are visible, but the current knowledge point requires oxygen and is not visually isolated without background inference."
dynaknow_000062,rejected_or_revise,chemistry_material_change,Combustion requires fuel and oxygen.,B,https://commons.wikimedia.org/wiki/File:CandleGettingBlownOut.ogv,media/raw/dynaknow_000062.ogv,media/frames/dynaknow_000062/first.jpg,media/frames/dynaknow_000062/middle.jpg,media/frames/dynaknow_000062/last.jpg,media/contact_sheets/sparse/dynaknow_000062_sparse.jpg,needs_mechanism_revision,maybe,yes,"Candle is blown out, but the oxygen requirement is not directly established; needs a more precise knowledge point or different demonstration."
dynaknow_000082,rejected_or_revise,chemistry_material_change,Some reactions form a precipitate.,A,https://commons.wikimedia.org/wiki/File:124._%D0%A2%D0%B0%D0%BB%D0%BE%D0%B6%D0%B5%D1%9A%D0%B5_%D1%81%D0%BE_%D0%B3%D0%BE%D1%82%D0%B2%D0%B0%D1%80%D1%81%D0%BA%D0%B0_%D1%81%D0%BE%D0%BB%2C_%D0%BC%D0%B0%D0%B3%D0%BD%D0%B5%D0%B7%D0%B8%D1%83%D0%BC-%D1%81%D1%83%D0%BB%D1%84%D0%B0%D1%82%2C_%D0%BE%D0%BB%D0%BE%D0%B2%D0%BE-%D0%BD%D0%B8%D1%82%D1%80%D0%B0%D1%82%2C_%D1%86%D0%B8%D0%BD%D0%BA-%D1%81%D1%83%D0%BB%D1%84%D0%B0%D1%82%2C_%D0%B1%D0%B0%D0%BA%D0%B0%D1%80-%D1%81%D1%83%D0%BB%D1%84%D0%B0%D1%82_%D0%B8_%D0%B5%D1%82%D0%B0%D0%BD%D0%BE%D0%BB.webm,media/raw/dynaknow_000082.webm,media/frames/dynaknow_000082/first.jpg,media/frames/dynaknow_000082/middle.jpg,media/frames/dynaknow_000082/last.jpg,media/contact_sheets/sparse/dynaknow_000082_sparse.jpg,reject_static_shortcut,yes,yes,Final still frames show cloudy products in test tubes; precipitate can likely be inferred from a single late frame.
dynaknow_000090,rejected_or_revise,biology_life_processes,Seed germination involves root and shoot emergence.,B,https://commons.wikimedia.org/wiki/File:Lentil_microgreens_growth_time_lapse.webm,media/raw/dynaknow_000090.webm,media/frames/dynaknow_000090/first.jpg,media/frames/dynaknow_000090/middle.jpg,media/frames/dynaknow_000090/last.jpg,media/contact_sheets/sparse/dynaknow_000090_sparse.jpg,reject_single_frame_shortcut,yes,yes,The time lapse has little text leakage but final and sparse frames make germination/root-shoot emergence easy from still images.
