concept_id,priority,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0100,C,Anodic Oxide Film Growth demonstration,chemistry_materials_change,Anodic Oxide Film Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Anodic Oxide Film Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=阳极氧化膜生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0100,C,Anodic Oxide Film Growth experiment video,chemistry_materials_change,Anodic Oxide Film Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Anodic Oxide Film Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=阳极氧化膜生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0100,C,阳极氧化膜生长 Anodic Oxide Film Growth,chemistry_materials_change,Anodic Oxide Film Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Anodic Oxide Film Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=阳极氧化膜生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0107,C,Liquid Crystal Defect Annihilation,chemistry_materials_change,Liquid Crystal Defect Annihilation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Defect Annihilation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶缺陷湮灭; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0107,C,Liquid Crystal Defect Annihilation demonstration,chemistry_materials_change,Liquid Crystal Defect Annihilation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Defect Annihilation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶缺陷湮灭; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0107,C,Liquid Crystal Defect Annihilation experiment video,chemistry_materials_change,Liquid Crystal Defect Annihilation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Defect Annihilation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶缺陷湮灭; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0107,C,液晶缺陷湮灭 Liquid Crystal Defect Annihilation,chemistry_materials_change,Liquid Crystal Defect Annihilation,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Defect Annihilation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶缺陷湮灭; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0106,C,Liquid Crystal Domain Evolution,chemistry_materials_change,Liquid Crystal Domain Evolution,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Domain Evolution, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶相畴演化; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0106,C,Liquid Crystal Domain Evolution demonstration,chemistry_materials_change,Liquid Crystal Domain Evolution,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Domain Evolution, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶相畴演化; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0106,C,Liquid Crystal Domain Evolution experiment video,chemistry_materials_change,Liquid Crystal Domain Evolution,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Domain Evolution, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶相畴演化; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0106,C,液晶相畴演化 Liquid Crystal Domain Evolution,chemistry_materials_change,Liquid Crystal Domain Evolution,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Liquid Crystal Domain Evolution, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液晶相畴演化; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0101,C,Lithium Dendrite Growth,chemistry_materials_change,Lithium Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Lithium Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=锂枝晶生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0101,C,Lithium Dendrite Growth demonstration,chemistry_materials_change,Lithium Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Lithium Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=锂枝晶生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0101,C,Lithium Dendrite Growth experiment video,chemistry_materials_change,Lithium Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Lithium Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=锂枝晶生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0101,C,锂枝晶生长 Lithium Dendrite Growth,chemistry_materials_change,Lithium Dendrite Growth,chemistry_materials_change,materials_family_08,"Candidate must show the temporal sequence that instantiates Lithium Dendrite Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=锂枝晶生长; existing_candidates=0; target_candidates_per_concept=3
vdcr_concept_0078,A,Liesegang Ring Formation,chemistry_materials_change,Liesegang Ring Formation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Liesegang Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=利塞冈环形成; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0078,A,Liesegang Ring Formation demonstration,chemistry_materials_change,Liesegang Ring Formation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Liesegang Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=利塞冈环形成; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0078,A,Liesegang Ring Formation experiment video,chemistry_materials_change,Liesegang Ring Formation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Liesegang Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=利塞冈环形成; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0078,A,利塞冈环形成 Liesegang Ring Formation,chemistry_materials_change,Liesegang Ring Formation,chemistry_materials_change,materials_family_04,"Candidate must show the temporal sequence that instantiates Liesegang Ring Formation, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=利塞冈环形成; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0069,A,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=过冷液体瞬时结晶; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0069,A,Supercooled Liquid Rapid Crystallization demonstration,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=过冷液体瞬时结晶; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0069,A,Supercooled Liquid Rapid Crystallization experiment video,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=过冷液体瞬时结晶; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0069,A,过冷液体瞬时结晶 Supercooled Liquid Rapid Crystallization,chemistry_materials_change,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Supercooled Liquid Rapid Crystallization, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=过冷液体瞬时结晶; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0066,A,Dendritic Crystal Growth,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=树枝状晶体生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0066,A,Dendritic Crystal Growth demonstration,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=树枝状晶体生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0066,A,Dendritic Crystal Growth experiment video,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=树枝状晶体生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0066,A,树枝状晶体生长 Dendritic Crystal Growth,chemistry_materials_change,Dendritic Crystal Growth,chemistry_materials_change,materials_family_02,"Candidate must show the temporal sequence that instantiates Dendritic Crystal Growth, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=树枝状晶体生长; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0059,A,Shear Thickening,chemistry_materials_change,Shear Thickening,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Shear Thickening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=剪切增稠; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0059,A,Shear Thickening demonstration,chemistry_materials_change,Shear Thickening,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Shear Thickening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=剪切增稠; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0059,A,Shear Thickening experiment video,chemistry_materials_change,Shear Thickening,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Shear Thickening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=剪切增稠; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0059,A,剪切增稠 Shear Thickening,chemistry_materials_change,Shear Thickening,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Shear Thickening, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=剪切增稠; existing_candidates=1; target_candidates_per_concept=3
vdcr_concept_0086,A,Thin-Film Dewetting,chemistry_materials_change,Thin-Film Dewetting,chemistry_materials_change,materials_family_06,"Candidate must show the temporal sequence that instantiates Thin-Film Dewetting, not merely an object, scene, or static result.",0,30,vdcr_v2_gap_query; concept_zh=液膜退润湿; existing_candidates=1; target_candidates_per_concept=3
