concept_id,priority,search_term,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,default_start_sec,default_end_sec,notes
vdcr_concept_0172,B,Actomyosin Contractile Ring Constriction experiment video,biology_living_systems,Actomyosin Contractile Ring Constriction,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Actomyosin Contractile Ring Constriction, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=细胞收缩环收缩; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0172,B,细胞收缩环收缩 Actomyosin Contractile Ring Constriction,biology_living_systems,Actomyosin Contractile Ring Constriction,biology_living_systems,biology_family_07,"Candidate must show the temporal sequence that instantiates Actomyosin Contractile Ring Constriction, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=细胞收缩环收缩; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0181,B,Chloroplast Photorelocation Movement,biology_living_systems,Chloroplast Photorelocation Movement,biology_living_systems,biology_family_09,"Candidate must show the temporal sequence that instantiates Chloroplast Photorelocation Movement, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=叶绿体光定位运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0181,B,Chloroplast Photorelocation Movement demonstration,biology_living_systems,Chloroplast Photorelocation Movement,biology_living_systems,biology_family_09,"Candidate must show the temporal sequence that instantiates Chloroplast Photorelocation Movement, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=叶绿体光定位运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0181,B,Chloroplast Photorelocation Movement experiment video,biology_living_systems,Chloroplast Photorelocation Movement,biology_living_systems,biology_family_09,"Candidate must show the temporal sequence that instantiates Chloroplast Photorelocation Movement, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=叶绿体光定位运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0181,B,叶绿体光定位运动 Chloroplast Photorelocation Movement,biology_living_systems,Chloroplast Photorelocation Movement,biology_living_systems,biology_family_09,"Candidate must show the temporal sequence that instantiates Chloroplast Photorelocation Movement, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=叶绿体光定位运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0145,B,Hydrotropism,biology_living_systems,Hydrotropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Hydrotropism, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=向水性; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0145,B,Hydrotropism demonstration,biology_living_systems,Hydrotropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Hydrotropism, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=向水性; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0145,B,Hydrotropism experiment video,biology_living_systems,Hydrotropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Hydrotropism, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=向水性; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0145,B,向水性 Hydrotropism,biology_living_systems,Hydrotropism,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Hydrotropism, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=向水性; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0167,B,Pinocytosis,biology_living_systems,Pinocytosis,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Pinocytosis, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=胞饮作用; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0167,B,Pinocytosis demonstration,biology_living_systems,Pinocytosis,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Pinocytosis, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=胞饮作用; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0167,B,Pinocytosis experiment video,biology_living_systems,Pinocytosis,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Pinocytosis, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=胞饮作用; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0167,B,胞饮作用 Pinocytosis,biology_living_systems,Pinocytosis,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Pinocytosis, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=胞饮作用; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0188,B,Quorum-Sensing Wave,biology_living_systems,Quorum-Sensing Wave,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Quorum-Sensing Wave, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=群体感应波; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0188,B,Quorum-Sensing Wave demonstration,biology_living_systems,Quorum-Sensing Wave,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Quorum-Sensing Wave, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=群体感应波; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0188,B,Quorum-Sensing Wave experiment video,biology_living_systems,Quorum-Sensing Wave,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Quorum-Sensing Wave, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=群体感应波; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0188,B,群体感应波 Quorum-Sensing Wave,biology_living_systems,Quorum-Sensing Wave,biology_living_systems,biology_family_10,"Candidate must show the temporal sequence that instantiates Quorum-Sensing Wave, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=群体感应波; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0147,B,Seismonasty,biology_living_systems,Seismonasty,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Seismonasty, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=感震性运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0147,B,Seismonasty demonstration,biology_living_systems,Seismonasty,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Seismonasty, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=感震性运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0147,B,Seismonasty experiment video,biology_living_systems,Seismonasty,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Seismonasty, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=感震性运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0147,B,感震性运动 Seismonasty,biology_living_systems,Seismonasty,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Seismonasty, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=感震性运动; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0149,B,Tendril Circumnutation,biology_living_systems,Tendril Circumnutation,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Circumnutation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须旋转探寻; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0149,B,Tendril Circumnutation demonstration,biology_living_systems,Tendril Circumnutation,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Circumnutation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须旋转探寻; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0149,B,Tendril Circumnutation experiment video,biology_living_systems,Tendril Circumnutation,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Circumnutation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须旋转探寻; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0149,B,卷须旋转探寻 Tendril Circumnutation,biology_living_systems,Tendril Circumnutation,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Circumnutation, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须旋转探寻; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0150,B,Tendril Coiling,biology_living_systems,Tendril Coiling,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Coiling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须缠绕; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0150,B,Tendril Coiling demonstration,biology_living_systems,Tendril Coiling,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Coiling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须缠绕; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0150,B,Tendril Coiling experiment video,biology_living_systems,Tendril Coiling,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Coiling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须缠绕; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0150,B,卷须缠绕 Tendril Coiling,biology_living_systems,Tendril Coiling,biology_living_systems,biology_family_04,"Candidate must show the temporal sequence that instantiates Tendril Coiling, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=卷须缠绕; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0179,B,Tissue Invagination,biology_living_systems,Tissue Invagination,biology_living_systems,biology_family_08,"Candidate must show the temporal sequence that instantiates Tissue Invagination, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=组织内陷; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0179,B,Tissue Invagination demonstration,biology_living_systems,Tissue Invagination,biology_living_systems,biology_family_08,"Candidate must show the temporal sequence that instantiates Tissue Invagination, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=组织内陷; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0179,B,Tissue Invagination experiment video,biology_living_systems,Tissue Invagination,biology_living_systems,biology_family_08,"Candidate must show the temporal sequence that instantiates Tissue Invagination, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=组织内陷; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0179,B,组织内陷 Tissue Invagination,biology_living_systems,Tissue Invagination,biology_living_systems,biology_family_08,"Candidate must show the temporal sequence that instantiates Tissue Invagination, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=组织内陷; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0165,B,Vesicle Budding,biology_living_systems,Vesicle Budding,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Budding, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡出芽; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0165,B,Vesicle Budding demonstration,biology_living_systems,Vesicle Budding,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Budding, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡出芽; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0165,B,Vesicle Budding experiment video,biology_living_systems,Vesicle Budding,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Budding, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡出芽; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0165,B,囊泡出芽 Vesicle Budding,biology_living_systems,Vesicle Budding,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Budding, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡出芽; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0166,B,Vesicle Fusion,biology_living_systems,Vesicle Fusion,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Fusion, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡融合; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0166,B,Vesicle Fusion demonstration,biology_living_systems,Vesicle Fusion,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Fusion, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡融合; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0166,B,Vesicle Fusion experiment video,biology_living_systems,Vesicle Fusion,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Fusion, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡融合; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0166,B,囊泡融合 Vesicle Fusion,biology_living_systems,Vesicle Fusion,biology_living_systems,biology_family_06,"Candidate must show the temporal sequence that instantiates Vesicle Fusion, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=囊泡融合; needed_candidates=3; production_gate=video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_concept_0063,B,Bingham Yield Flow,chemistry_materials_change,Bingham Yield Flow,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Bingham Yield Flow, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=宾汉屈服流动; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0063,B,Bingham Yield Flow demonstration,chemistry_materials_change,Bingham Yield Flow,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Bingham Yield Flow, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=宾汉屈服流动; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0063,B,Bingham Yield Flow experiment video,chemistry_materials_change,Bingham Yield Flow,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Bingham Yield Flow, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=宾汉屈服流动; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0063,B,宾汉屈服流动 Bingham Yield Flow,chemistry_materials_change,Bingham Yield Flow,chemistry_materials_change,materials_family_01,"Candidate must show the temporal sequence that instantiates Bingham Yield Flow, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=宾汉屈服流动; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0092,B,Cellular Flame Instability,chemistry_materials_change,Cellular Flame Instability,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Cellular Flame Instability, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=火焰胞状不稳定性; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0092,B,Cellular Flame Instability demonstration,chemistry_materials_change,Cellular Flame Instability,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Cellular Flame Instability, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=火焰胞状不稳定性; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0092,B,Cellular Flame Instability experiment video,chemistry_materials_change,Cellular Flame Instability,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Cellular Flame Instability, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=火焰胞状不稳定性; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0092,B,火焰胞状不稳定性 Cellular Flame Instability,chemistry_materials_change,Cellular Flame Instability,chemistry_materials_change,materials_family_07,"Candidate must show the temporal sequence that instantiates Cellular Flame Instability, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=火焰胞状不稳定性; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_concept_0105,B,Gel Deswelling Collapse,chemistry_materials_change,Gel Deswelling Collapse,chemistry_materials_change,materials_family_09,"Candidate must show the temporal sequence that instantiates Gel Deswelling Collapse, not merely an object, scene, or static result.",0,30,vdcr_v2_expansion_backlog; concept_zh=凝胶去溶胀塌缩; needed_candidates=3; production_gate=video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
