id,candidate_id,candidate_knowledge_point,concept_id,concept_cluster_id,domain_seed,subdomain_seed,source_platform,source_url,license_or_usage_note,raw_duration_sec,local_media,contact_sheet,review_status,recommended_action,suggested_start_sec,suggested_end_sec,review_notes,v1_review_status,v1_seed_status,domain_target_gap,repeat_concept_rank,repeat_concept_cap,source_csv
vdcr_commons_mr33_000005,vdcr_commons_mr33_000005,Wave Refraction,vdcr_concept_0238,vdcr_concept_0238,earth_environmental_systems,earth_family_08,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Refraction-animation.gif,CC BY-SA 4.0,5.5,,,review,inspect_video,0,5.5,Candidate must show wavefronts bending as they enter a region with different propagation speed; a static wave pattern is insufficient.,review,new_candidate,28,1,3,data/vdcr_candidate_videos_combined_v1.csv
curated_003003,curated_003003,Standing-Wave Mode Formation,vdcr_concept_0017,vdcr_concept_0017,physics_physical_systems,physics_family_03,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Dipole_xmting_antenna_animation_2_pulses_HD_1080_12_fps.webm,wikimedia_commons_license_verify_on_page,9.3,media/vdcr_curated_expansion_v2/curated_003003.webm,reports/vdcr_v2_curated_expansion_sparse_sheets/curated_003003_sparse.jpg,review,inspect_video,0.0,9.3,"Candidate should show oscillatory standing-wave current or field mode structure forming over time, not merely a static wave diagram.",,new_candidate,23,1,3,data/vdcr_candidate_videos_curated_expansion_v2.csv
vdcr_archive_b02_000002,vdcr_archive_b02_000002,Vortex Ring Formation,vdcr_concept_0039,vdcr_concept_0039,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/matrix-of-a-deepstate-alice-unfolds-mp4-162-gb,http://creativecommons.org/publicdomain/mark/1.0/,7.0,,,review,inspect_video,0.0,7.0,"Candidate must show the temporal sequence that instantiates Vortex Ring Formation, not merely an object, scene, or static result.",,new_candidate,22,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000033,vdcr_archive_earth_000033,Supercell Mesocyclone Rotation,vdcr_concept_0191,vdcr_concept_0191,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/ybprlhwj-4t-0bg-09q,archive_license_verify_on_page,99.1,,,review,inspect_video,0.0,60.0,Candidate must show supercell cloud rotation or organized mesocyclone structure evolving over time.,,new_candidate,27,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000035,vdcr_archive_earth_000035,Downburst / Microburst Outflow,vdcr_concept_0190,vdcr_concept_0190,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/Special_Report_-_Laurel_Storm_Damage_-_September_30_2015,archive_license_verify_on_page,150.6,,,review,inspect_video,0.0,60.0,Candidate must show downburst or microburst outflow spreading at the surface over time.,,new_candidate,26,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_r3_000002,vdcr_archive_earth_r3_000002,Supercell Mesocyclone Rotation,vdcr_concept_0191,vdcr_concept_0191,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/SVS-3377,archive_license_verify_on_page,71.7,,,review,inspect_video,0.0,60.0,"Candidate must show organized supercell cloud rotation over time, not a still storm cloud.",,new_candidate,25,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000006,vdcr_archive_only_000006,Hydraulic Jump,vdcr_concept_0008,vdcr_concept_0008,physics_physical_systems,physics_family_01,internet_archive,https://archive.org/details/sharware,archive_license_verify_on_page,16.6,,,review,inspect_video,0.0,16.6,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",,new_candidate,21,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000026,vdcr_archive_only_000026,Dzhanibekov Effect / Tennis Racket Theorem,vdcr_concept_0025,vdcr_concept_0025,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/youtube-Vl07inMRIq8,archive_license_verify_on_page,38.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",,new_candidate,20,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000027,vdcr_archive_only_000027,Dzhanibekov Effect / Tennis Racket Theorem,vdcr_concept_0025,vdcr_concept_0025,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/youtube-_RK-emtrfNs,archive_license_verify_on_page,59.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Dzhanibekov Effect / Tennis Racket Theorem, not merely an object, scene, or static result.",,new_candidate,19,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000030,vdcr_archive_only_000030,Crown Splash,vdcr_concept_0032,vdcr_concept_0032,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/images-6_202110,http://creativecommons.org/publicdomain/mark/1.0/,16.7,,,review,inspect_video,0.0,16.7,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",,new_candidate,18,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b02_000001,vdcr_archive_b02_000001,Worthington Jet,vdcr_concept_0033,vdcr_concept_0033,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/17274industryonparadetimberskinnersvitovwr,https://creativecommons.org/licenses/by-nc-nd/4.0/,2407.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Worthington Jet, not merely an object, scene, or static result.",,new_candidate,17,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000045,vdcr_archive_b03_000045,Downburst / Microburst Outflow,vdcr_concept_0190,vdcr_concept_0190,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/CaliforniaDroughtUpdateApril192015FIVEPROOFSOfHAARPCreatedDrought,archive_license_verify_on_page,1028.5,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Downburst / Microburst Outflow, not merely an object, scene, or static result.",,new_candidate,24,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000058,vdcr_archive_b03_000058,Tidal Bore,vdcr_concept_0235,vdcr_concept_0235,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/worldsincollisionreel1,archive_license_verify_on_page,1226.5,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, or static result.",,new_candidate,23,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000059,vdcr_archive_b03_000059,Tidal Bore,vdcr_concept_0235,vdcr_concept_0235,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/the_blue_planet,archive_license_verify_on_page,1742.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Tidal Bore, not merely an object, scene, or static result.",,new_candidate,22,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000001,vdcr_archive_earth_000001,Pyroclastic Density Current,vdcr_concept_0210,vdcr_concept_0210,earth_environmental_systems,earth_family_04,internet_archive,https://archive.org/details/the-last-day-of-pompeii,archive_license_verify_on_page,6299.4,,,review,inspect_video,0.0,60.0,"Candidate must show a hot volcanic density current advancing downslope over time, not merely ash or a static volcano.",,new_candidate,21,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000002,vdcr_archive_earth_000002,Pyroclastic Density Current,vdcr_concept_0210,vdcr_concept_0210,earth_environmental_systems,earth_family_04,internet_archive,https://archive.org/details/youtube-2LsqbgtgeHY,archive_license_verify_on_page,933.3,,,review,inspect_video,0.0,60.0,"Candidate must show a hot volcanic density current advancing downslope over time, not merely ash or a static volcano.",,new_candidate,20,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000006,vdcr_archive_earth_000006,Pahoehoe Lava Roping,vdcr_concept_0211,vdcr_concept_0211,earth_environmental_systems,earth_family_04,internet_archive,https://archive.org/details/TheVistaGroup-HawaiiIslandsoftheFireGoddess1988,archive_license_verify_on_page,3530.1,,,review,inspect_video,0.0,60.0,Candidate must show ropy pahoehoe surface forming or advancing over time.,,new_candidate,19,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000007,vdcr_archive_earth_000007,Pahoehoe Lava Roping,vdcr_concept_0211,vdcr_concept_0211,earth_environmental_systems,earth_family_04,internet_archive,https://archive.org/details/9pgrQNjuBRvk6a1bL003HT44F4M7SN,archive_license_verify_on_page,1332.8,,,review,inspect_video,0.0,60.0,Candidate must show ropy pahoehoe surface forming or advancing over time.,,new_candidate,18,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_r3_000003,vdcr_archive_earth_r3_000003,Barchan Dune Migration,vdcr_concept_0230,vdcr_concept_0230,earth_environmental_systems,earth_family_07,internet_archive,https://archive.org/details/animal-numbers-1999_202511,archive_license_verify_on_page,1461.0,,,review,inspect_video,0.0,60.0,Candidate must show barchan dune form migrating over time.,,new_candidate,17,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_r3_000004,vdcr_archive_earth_r3_000004,Barchan Dune Migration,vdcr_concept_0230,vdcr_concept_0230,earth_environmental_systems,earth_family_07,internet_archive,https://archive.org/details/sulla-questione-delle-razze-e-su-molto-altro-ancora-joe-fallisi,archive_license_verify_on_page,17219.3,,,review,inspect_video,0.0,60.0,Candidate must show barchan dune form migrating over time.,,new_candidate,16,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000007,vdcr_archive_only_000007,Hydraulic Jump,vdcr_concept_0008,vdcr_concept_0008,physics_physical_systems,physics_family_01,internet_archive,https://archive.org/details/C64GVA246-RockNBolt,http://creativecommons.org/licenses/by-nc-nd/3.0/,871.9,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Hydraulic Jump, not merely an object, scene, or static result.",,new_candidate,16,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000011,vdcr_archive_only_000011,Standing Wave Formation,vdcr_concept_0017,vdcr_concept_0017,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/0559_Threads_of_Technology,archive_license_verify_on_page,1047.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",,new_candidate,15,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000012,vdcr_archive_only_000012,Standing Wave Formation,vdcr_concept_0017,vdcr_concept_0017,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/SkyBillb1935,http://creativecommons.org/licenses/publicdomain/,454.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",,new_candidate,14,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000013,vdcr_archive_only_000013,Standing Wave Formation,vdcr_concept_0017,vdcr_concept_0017,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/theworldatwar24thebombfebruarysept1945reel2,archive_license_verify_on_page,1648.8,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Standing Wave Formation, not merely an object, scene, or static result.",,new_candidate,13,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000016,vdcr_archive_only_000016,Faraday Waves,vdcr_concept_0019,vdcr_concept_0019,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/Karl_Westerberg_Physics_Lectures_PHYC4C_Lectures,http://creativecommons.org/licenses/by-nc-sa/3.0/,496.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Faraday Waves, not merely an object, scene, or static result.",,new_candidate,12,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000021,vdcr_archive_only_000021,Gyroscopic Precession,vdcr_concept_0024,vdcr_concept_0024,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/58834AsTheEarthSpins,archive_license_verify_on_page,1030.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Gyroscopic Precession, not merely an object, scene, or static result.",,new_candidate,11,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000028,vdcr_archive_only_000028,Crown Splash,vdcr_concept_0032,vdcr_concept_0032,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/blues-behind-the-hellraising-black-doors-body-horror-by-daniel-fx-staal-ode-to-c_202511,https://creativecommons.org/licenses/by/4.0/,0.0,,,review,inspect_video,0.0,0.0,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",,new_candidate,10,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_only_000029,vdcr_archive_only_000029,Crown Splash,vdcr_concept_0032,vdcr_concept_0032,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/kdamore,archive_license_verify_on_page,198.7,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Crown Splash, not merely an object, scene, or static result.",,new_candidate,9,3,3,data/vdcr_candidate_videos_combined_v1.csv
curated_003004,curated_003004,Capillary-Driven Droplet Coalescence,vdcr_concept_0011,vdcr_concept_0011,physics_physical_systems,physics_family_02,wikimedia_commons,https://commons.wikimedia.org/wiki/File:Spontaneous-assembly-of-chemically-encoded-two-dimensional-coacervate-droplet-arrays-by-acoustic-ncomms13068-s2.ogv,CC BY 4.0 verify_on_page,34.0,media/vdcr_curated_expansion_v2/curated_003004.ogv,reports/vdcr_v2_curated_expansion_sparse_sheets/curated_003004_sparse.jpg,review,inspect_video,0.0,34.0,Candidate should show primary droplets merging into larger droplets over time; reviewer must check whether capillary coalescence is visually grounded rather than only source-described.,,new_candidate,8,1,3,data/vdcr_candidate_videos_curated_expansion_v2.csv
vdcr_archive_b03_000055,vdcr_archive_b03_000055,Fire Whirl,vdcr_concept_0222,vdcr_concept_0222,earth_environmental_systems,earth_family_06,internet_archive,https://archive.org/details/ChronoTrigger_334,archive_license_verify_on_page,72.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Fire Whirl, not merely an object, scene, or static result.",,new_candidate,15,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b03_000056,vdcr_archive_b03_000056,Fire Whirl,vdcr_concept_0222,vdcr_concept_0222,earth_environmental_systems,earth_family_06,internet_archive,https://archive.org/details/ClassicClips_170,archive_license_verify_on_page,141.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Fire Whirl, not merely an object, scene, or static result.",,new_candidate,14,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000003,vdcr_archive_b04_000003,Capillary Rise / Wicking,vdcr_concept_0010,vdcr_concept_0010,physics_physical_systems,physics_family_02,internet_archive,https://archive.org/details/sinema-trailer_demons-of-the-mind,archive_license_verify_on_page,168.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Capillary Rise / Wicking, not merely an object, scene, or static result.",,new_candidate,7,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000004,vdcr_archive_b04_000004,Capillary Rise / Wicking,vdcr_concept_0010,vdcr_concept_0010,physics_physical_systems,physics_family_02,internet_archive,https://archive.org/details/sinema-trailer_blood-from-the-mummys-tomb,archive_license_verify_on_page,153.4,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Capillary Rise / Wicking, not merely an object, scene, or static result.",,new_candidate,6,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000006,vdcr_archive_b04_000006,Coherent Wave Interference,vdcr_concept_0018,vdcr_concept_0018,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/Sora_and_Signal_Processing_-_The_Quest_Story_Line,archive_license_verify_on_page,5.1,,,review,inspect_video,0.0,5.1,"Candidate must show the temporal sequence that instantiates Coherent Wave Interference, not merely an object, scene, or static result.",,new_candidate,5,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000012,vdcr_archive_b04_000012,Double Pendulum Chaos,vdcr_concept_0023,vdcr_concept_0023,physics_physical_systems,physics_family_03,internet_archive,https://archive.org/details/trollop-rullez-the-day-you-killed-yourself,archive_license_verify_on_page,123.0,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Double Pendulum Chaos, not merely an object, scene, or static result.",,new_candidate,4,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000021,vdcr_archive_b04_000021,Stick-Slip Motion,vdcr_concept_0031,vdcr_concept_0031,physics_physical_systems,physics_family_04,internet_archive,https://archive.org/details/thief1_gold,archive_license_verify_on_page,48.2,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Stick-Slip Motion, not merely an object, scene, or static result.",,new_candidate,3,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000024,vdcr_archive_b04_000024,Bubble-Bursting Jet,vdcr_concept_0038,vdcr_concept_0038,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/paramount-pictures-skydance-media-skydance-animation-2024,archive_license_verify_on_page,66.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Bubble-Bursting Jet, not merely an object, scene, or static result.",,new_candidate,2,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000025,vdcr_archive_b04_000025,Bubble-Bursting Jet,vdcr_concept_0038,vdcr_concept_0038,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/skydance-animation-skydance-media-paramount-pictures-2024,archive_license_verify_on_page,32.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Bubble-Bursting Jet, not merely an object, scene, or static result.",,new_candidate,1,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000026,vdcr_archive_b04_000026,Bubble-Bursting Jet,vdcr_concept_0038,vdcr_concept_0038,physics_physical_systems,physics_family_05,internet_archive,https://archive.org/details/skydance-animation-skydance-media-paramount-pictures-2024-low-tone,archive_license_verify_on_page,35.6,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Bubble-Bursting Jet, not merely an object, scene, or static result.",,new_candidate,32,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000032,vdcr_archive_b04_000032,Bow Shock,vdcr_concept_0042,vdcr_concept_0042,physics_physical_systems,physics_family_06,internet_archive,https://archive.org/details/AchievementHunter_2018,archive_license_verify_on_page,92.1,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Bow Shock, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b04_000035,vdcr_archive_b04_000035,Film Boiling,vdcr_concept_0057,vdcr_concept_0057,physics_physical_systems,physics_family_08,internet_archive,https://archive.org/details/Sita_Sings_the_Blues,http://creativecommons.org/publicdomain/zero/1.0/,105.3,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Film Boiling, not merely an object, scene, or static result.",,new_candidate,32,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_b07_000001,vdcr_archive_b07_000001,Wall Cloud Rotation,vdcr_concept_0193,vdcr_concept_0193,earth_environmental_systems,earth_family_01,internet_archive,https://archive.org/details/schoolhouse-rock-30th,archive_license_verify_on_page,33.2,,,review,inspect_video,0.0,30.0,"Candidate must show the temporal sequence that instantiates Wall Cloud Rotation, not merely an object, scene, or static result.",,new_candidate,13,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000019,vdcr_archive_earth_000019,Crown Fire Transition,vdcr_concept_0223,vdcr_concept_0223,earth_environmental_systems,earth_family_06,internet_archive,https://archive.org/details/Thief3_100p_13115,archive_license_verify_on_page,26.6,,,review,inspect_video,0.0,26.6,Candidate must show surface fire transitioning into tree crown fire over time.,,new_candidate,12,1,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000024,vdcr_archive_earth_000024,Rip Current Formation,vdcr_concept_0237,vdcr_concept_0237,earth_environmental_systems,earth_family_08,internet_archive,https://archive.org/details/Quake4_20954,archive_license_verify_on_page,101.6,,,review,inspect_video,0.0,60.0,"Candidate must show seaward current/channel formation, not beach interviews or warning signs.",,new_candidate,11,3,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000025,vdcr_archive_earth_000025,Debris-Flow Surge Propagation,vdcr_concept_0209,vdcr_concept_0209,earth_environmental_systems,earth_family_03,internet_archive,https://archive.org/details/JournalOfRegardless,http://creativecommons.org/licenses/by/3.0/us/,69.8,,,review,inspect_video,0.0,60.0,Candidate must show a debris-flow surge propagating through a channel or slope.,,new_candidate,10,2,3,data/vdcr_candidate_videos_combined_v1.csv
vdcr_archive_earth_000027,vdcr_archive_earth_000027,Debris-Flow Surge Propagation,vdcr_concept_0209,vdcr_concept_0209,earth_environmental_systems,earth_family_03,internet_archive,https://archive.org/details/colorado_flooding_13-sept-2013,archive_license_verify_on_page,50.1,,,review,inspect_video,0.0,50.1,Candidate must show a debris-flow surge propagating through a channel or slope.,,new_candidate,9,3,3,data/vdcr_candidate_videos_combined_v1.csv
