video_id,candidate_id,answer,domain,source_url,license_or_usage_note,local_media,review_status,review_notes
vdcr_000024,,Leidenfrost Droplet Motion,physics_physical_systems,,,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000002.webm,v2_seed,
vdcr_000025,,Capillary-Driven Jet/Thread Breakup,physics_physical_systems,,,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000003.webm,v2_seed,
vdcr_000026,,Supercell Mesocyclone Rotation,earth_environmental_systems,,,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000004.webm,v2_seed,
vdcr_000027,,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,,,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000001.ogv,v2_seed,
vdcr_000028,,Liesegang Ring Formation,chemistry_materials_change,,,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000002.webm,v2_seed,
vdcr_000029,,Thin-Film Dewetting,chemistry_materials_change,,,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000004.ogv,v2_seed,
vdcr_000030,,Bistable Snap-Trap Closure,biology_living_systems,,,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000005.webm,v2_seed,
vdcr_000031,,Gust Front Propagation,earth_environmental_systems,,,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000007.webm,v2_seed,
vdcr_000032,,Microtubule Dynamic Instability,biology_living_systems,,,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000002.ogv,v2_seed,
vdcr_000033,,Calcium Wave Propagation,biology_living_systems,,,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000003.ogv,v2_seed,
vdcr_000034,,Dust Storm Front Propagation,earth_environmental_systems,,,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000007.webm,v2_seed,
vdcr_000035,,Buoyancy-Driven Smoke Plume Rise,earth_environmental_systems,,,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000010.webm,v2_seed,
vdcr_000036,,Brazil Nut Effect,physics_physical_systems,,,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000001.webm,v2_seed,
vdcr_000037,,Liquid Bridge Pinch-Off,physics_physical_systems,,,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000003.webm,v2_seed,
vdcr_000038,,Spinodal Decomposition,chemistry_materials_change,,,media/vdcr_commons_manual_round6_v1/vdcr_commons_mr6_000001.ogv,v2_seed,
vdcr_000039,,Metachronal Wave Locomotion,biology_living_systems,,,media/vdcr_commons_manual_round7_v1/vdcr_commons_mr7_000002.webm,v2_seed,
vdcr_000040,,Pyroclastic Density Current,earth_environmental_systems,,,media/vdcr_commons_manual_segments_round8_v1/vdcr_commons_mr8_000001_noaudio.webm,v2_seed,
vdcr_000041,,Meander Neck Cutoff,earth_environmental_systems,,,media/vdcr_commons_manual_round8_v1/vdcr_commons_mr8_000003.gif,v2_seed,
vdcr_000042,,Kelvin-Helmholtz Instability,physics_physical_systems,,,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000001.ogv,v2_seed,
vdcr_000043,,Vortex Ring Formation,physics_physical_systems,,,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000002_seg_003000_355000_noaudio.mp4,v2_seed,
vdcr_000044,,Bubble-Net Feeding,biology_living_systems,,,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000004_noaudio.webm,v2_seed,
vdcr_000045,,Dendritic Crystal Growth,chemistry_materials_change,,,media/vdcr_commons_manual_round10_v1/vdcr_commons_mr10_000002.gif,v2_seed,
vdcr_000046,,Ostwald Ripening,chemistry_materials_change,,,media/vdcr_commons_manual_segments_round10_v1/vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio.mp4,v2_seed,
vdcr_000047,,Axonal Transport,biology_living_systems,,,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000003.ogv,v2_seed,
vdcr_000048,,Phagocytosis,biology_living_systems,,,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000004.webm,v2_seed,
vdcr_000049,,Debris-Flow Surge Propagation,earth_environmental_systems,,,media/vdcr_commons_manual_segments_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio.webm,v2_seed,
vdcr_000050,,Plunging Breaker,earth_environmental_systems,,,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000003.gif,v2_seed,
vdcr_000051,,Pyrocumulus Development,earth_environmental_systems,,,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000005.webm,v2_seed,
vdcr_000052,,Cavitation Bubble Growth and Collapse,physics_physical_systems,,,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000001.ogv,v2_seed,
vdcr_000053,,Chemical Traffic Light Reaction,chemistry_materials_change,,,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000003.webm,v2_seed,
vdcr_000055,,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000001_seg_000000_031270_noaudio.webm,v2_seed,
vdcr_000056,,Coordinated Ciliary Beating Dynamics,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000004_seg_000000_016667_clean.webm,v2_seed,
vdcr_000057,,Gyroscopic Precession,physics_physical_systems,,,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000001.gif,v2_seed,
vdcr_000058,,Turbidity Current Propagation,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean.webm,v2_seed,
vdcr_000059,,Nyctinasty,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000005_seg_000000_051000_crop_clean.webm,v2_seed,
vdcr_000060,,Reactive Flame-Front Propagation,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean.webm,v2_seed,
vdcr_000061,,Metal Displacement Dendrite Growth,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean.webm,v2_seed,
vdcr_000062,,Gravitropism,biology_living_systems,,,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000004.gif,v2_seed,
vdcr_000063,,Tornadogenesis,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,v2_seed,
vdcr_000064,,Rayleigh-Plateau Breakup,physics_physical_systems,,,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000007.ogv,v2_seed,
vdcr_000065,,Marangoni-Driven Flow,physics_physical_systems,,,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000001.ogv,v2_seed,
vdcr_000066,,Weissenberg Rod-Climbing Effect,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr18_000003_seg_000000_024000_crop_clean.webm,v2_seed,
vdcr_000067,,Plasmolysis and Deplasmolysis,biology_living_systems,,,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000004.ogv,v2_seed,
vdcr_000068,,River Avulsion,earth_environmental_systems,,,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000005.mp4,v2_seed,
vdcr_000069,,Taylor-Couette Vortices,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,v2_seed,
vdcr_000070,,Crystallization Front Propagation,chemistry_materials_change,,,media/vdcr_commons_manual_round19_v1/vdcr_commons_mr19_000006.webm,v2_seed,
vdcr_000071,,Cytokinetic Furrow Ingression,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean.webm,v2_seed,
vdcr_000072,,Magnus Effect,physics_physical_systems,,,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000001.gif,v2_seed,
vdcr_000073,,Osmotic Gel Swelling Dynamics,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean.webm,v2_seed,
vdcr_000074,,Membrane Blebbing,biology_living_systems,,,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000009.ogv,v2_seed,
vdcr_000075,,Headward Erosion,earth_environmental_systems,,,media/vdcr_commons_manual_round20_v1/vdcr_commons_mr20_000010.ogv,v2_seed,
vdcr_000076,,Thermocapillary Convection,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,v2_seed,
vdcr_000077,,Evaporation-Induced Deposition Front,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000003_metadata_clean.mp4,v2_seed,
vdcr_000078,,Actin Wave,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000005_metadata_clean.mp4,v2_seed,
vdcr_000079,,Braided Channel Migration,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,v2_seed,
vdcr_000080,,Faraday Waves,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,v2_seed,
vdcr_000081,,C-Start Escape Response,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000006_seg_015000_020000_clean.mp4,v2_seed,
vdcr_000082,,Crystal Nucleation-and-Growth Dynamics,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000001_seg_002000_016000_crop_clean.mp4,v2_seed,
vdcr_000083,,Internal Wave Propagation,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000004_metadata_clean.mp4,v2_seed,
vdcr_000084,,Euler's Disk Motion,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000001_crop_clean.mp4,v2_seed,
vdcr_000085,,Reaction-Precipitation Front Propagation,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000002_crop_clean.mp4,v2_seed,
vdcr_000086,,Medusan Jet Propulsion by Bell Contraction,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr25_000001_metadata_clean.mp4,v2_seed,
vdcr_000087,,Rip Current Formation,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr26_000004_seg_066000_078000_clean.mp4,v2_seed,
vdcr_000088,,Rayleigh-Benard Convection,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000002_metadata_clean.mp4,v2_seed,
vdcr_000089,,Reaction-Diffusion Wave,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000004_metadata_clean.mp4,v2_seed,
vdcr_000090,,Neutrophil Chemotaxis,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr28_000002_metadata_clean.mp4,v2_seed,
vdcr_000091,,Downburst / Microburst Outflow,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr29_000001_metadata_clean.mp4,v2_seed,
vdcr_000092,,Saffman-Taylor Viscous Fingering,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000001_metadata_clean.mp4,v2_seed,
vdcr_000093,,Gully Headcut Retreat,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000003_metadata_clean.mp4,v2_seed,
vdcr_000094,,Freeze-Induced Phase Separation,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000005_seg_002000_21143_clean.mp4,v2_seed,
vdcr_000095,,Boiling Bubble Nucleation and Departure,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000001_metadata_clean.mp4,v2_seed,
vdcr_000096,,Early Embryonic Cleavage Sequence,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000004_metadata_clean.mp4,v2_seed,
vdcr_000097,,Coalescence-Driven Coarsening,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr33_000001_seg_007000_76732_clean.mp4,v2_seed,
vdcr_000098,,Coupled Pendulum Synchronization,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000001_seg_055000_126041_clean.mp4,v2_seed,
vdcr_000099,,Bacterial Swarming Motility,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000005_metadata_clean.mp4,v2_seed,
vdcr_000100,,Wind-Driven Fire-Front Propagation,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr35_000001_crop_metadata_clean.mp4,v2_seed,
vdcr_000101,,Inertia-Capillarity Droplet Rebound,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000001_crop_metadata_clean.mp4,v2_seed,
vdcr_000102,,Pollen Tube Chemotropic Growth,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000002_crop_metadata_clean.mp4,v2_seed,
vdcr_000103,,Root Hair Tip Growth,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000003_crop_metadata_clean.mp4,v2_seed,
vdcr_000104,,Seismic Wave Propagation,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr37_000001_crop_metadata_clean.mp4,v2_seed,
vdcr_000105,,Stokes Flow Kinematic Reversibility,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr38_000001_crop_metadata_clean.mp4,v2_seed,
vdcr_000106,,Benedict Positive Reducing-Sugar Reaction,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr40_000001_crop_metadata_clean.mp4,v2_seed,
vdcr_000107,,Cutbank Erosion / Point-Bar Deposition,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr41_000001_crop_metadata_clean.mp4,v2_seed,
vdcr_000108,,Worthington Jet,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_commons_mr42_000001_worthington_jet_clean.mp4,v2_seed,
vdcr_000109,,Biofilm Colony Expansion Dynamics,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_public_mr43_000002_biofilm_expansion_clean.mp4,v2_seed,
vdcr_000110,,Electrodeposition Dendrite Growth,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean.mp4,v2_seed,
vdcr_000111,,Dune Slip-Face Grain Avalanche,earth_environmental_systems,,,media/vdcr_segments_pilot_v1/vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean.mp4,v2_seed,
vdcr_000112,,Capillary Rise / Wicking,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean.mp4,v2_seed,
vdcr_000113,,Mitotic Chromosome Segregation,biology_living_systems,,,media/vdcr_segments_pilot_v1/vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean.mp4,v2_seed,
vdcr_000114,,Droplet Spreading and Retraction,physics_physical_systems,,,media/vdcr_segments_pilot_v1/vdcr_public_mr48_000001_droplet_spreading_retraction_clean.mp4,v2_seed,
vdcr_000115,,Flame Blowoff,chemistry_materials_change,,,media/vdcr_segments_pilot_v1/vdcr_public_mr49_000001_flame_blowoff_clean.mp4,v2_seed,
vdcr_v2_000001,curated_002003,Chemical Garden Growth,chemistry_materials_change,https://commons.wikimedia.org/wiki/File:Growth_of_a_chemical_garden.ogv,wikimedia_commons_license_verify_on_page,media/vdcr_curated_chemistry_v2/curated_002003.ogv,pass_candidate,"Candidate should show mineral tube growth over time in a chemical garden, not merely the final grown structure. | triage_decision=pass_candidate; triage_notes=strong mineral tube growth over time; no obvious sparse-frame text leakage"
vdcr_v2_000002,curated_002006,Briggs-Rauscher Reaction,chemistry_materials_change,https://commons.wikimedia.org/wiki/File:Briggs%E2%80%93Rauscher_reaction.webm,CC BY-SA 4.0 verify_on_page,media/vdcr_curated_chemistry_v2/curated_002006.webm,pass_candidate,"Candidate should show oscillating color changes characteristic of the Briggs-Rauscher reaction, not merely a static reaction vessel. | triage_decision=pass_candidate; triage_notes=strong repeated color oscillation visible across sparse frames"
vdcr_v2_000003,curated_003002,Phototropism,biology_living_systems,https://commons.wikimedia.org/wiki/File:Azuki_Bean_phototropism.ogv,public_domain_verify_on_page,media/vdcr_curated_expansion_v2/curated_003002.ogv,pass_candidate,"Candidate should show plant bending/growth direction change in response to light over time, not merely a static plant orientation. | triage_decision=pass_candidate; triage_notes=clean time-lapse plant bending; no obvious sparse-frame text leakage"
vdcr_v2_000004,curated_002002,Iodine Clock Reaction,chemistry_materials_change,https://commons.wikimedia.org/wiki/File:Iodine_clock_-_persulphate.ogv,CC BY-SA 3.0 verify_on_page,media/vdcr_curated_chemistry_v2/curated_002002.ogv,pass_candidate,"Candidate should show the delayed rapid color change of an iodine clock reaction, not merely a static flask or explanatory setup. | triage_decision=pass_candidate; triage_notes=clean delayed color transition; no obvious sparse-frame text leakage"
