id,video_path,duration_sec,first,middle,last,sparse,contact_sheet,error
vdcr_commons_mr16_000001_seg_000000_015206_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean.webm,15.200,ok,ok,ok,8,ok,
vdcr_commons_mr17_000002_seg_000000_031371_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean.webm,31.364,ok,ok,ok,8,ok,
vdcr_commons_mr17_000006_seg_000000_036218_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,36.217,ok,ok,ok,8,ok,
vdcr_commons_mr18_000003_seg_000000_024000_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr18_000003_seg_000000_024000_crop_clean.webm,24.000,ok,ok,ok,8,ok,
vdcr_commons_mr19_000005_seg_000000_003333_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,3.334,ok,ok,ok,8,ok,
vdcr_commons_mr19_000007_seg_000000_036143_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean.webm,36.143,ok,ok,ok,8,ok,
vdcr_commons_mr20_000008_seg_000000_018133_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean.webm,18.133,ok,ok,ok,8,ok,
vdcr_commons_mr21_000001_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,88.600,ok,ok,ok,8,ok,
vdcr_commons_mr21_000003_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000003_metadata_clean.mp4,33.967,ok,ok,ok,8,ok,
vdcr_commons_mr21_000005_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000005_metadata_clean.mp4,7.833,ok,ok,ok,8,ok,
vdcr_commons_mr21_000008_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,47.967,ok,ok,ok,8,ok,
vdcr_commons_mr22_000001_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,39.440,ok,ok,ok,8,ok,
vdcr_commons_mr22_000006_seg_015000_020000_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000006_seg_015000_020000_clean.mp4,5.000,ok,ok,ok,8,ok,
vdcr_commons_mr23_000001_seg_002000_016000_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000001_seg_002000_016000_crop_clean.mp4,14.000,ok,ok,ok,8,ok,
vdcr_commons_mr23_000004_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000004_metadata_clean.mp4,31.600,ok,ok,ok,8,ok,
vdcr_commons_mr24_000001_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000001_crop_clean.mp4,98.599,ok,ok,ok,8,ok,
vdcr_commons_mr24_000002_crop_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000002_crop_clean.mp4,66.400,ok,ok,ok,8,ok,
vdcr_commons_mr25_000001_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr25_000001_metadata_clean.mp4,38.071,ok,ok,ok,8,ok,
vdcr_commons_mr26_000004_seg_066000_078000_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr26_000004_seg_066000_078000_clean.mp4,12.040,ok,ok,ok,8,ok,
vdcr_commons_mr27_000002_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000002_metadata_clean.mp4,26.967,ok,ok,ok,8,ok,
vdcr_commons_mr27_000004_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000004_metadata_clean.mp4,18.200,ok,ok,ok,8,ok,
vdcr_commons_mr28_000002_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr28_000002_metadata_clean.mp4,11.333,ok,ok,ok,8,ok,
vdcr_commons_mr29_000001_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr29_000001_metadata_clean.mp4,29.800,ok,ok,ok,8,ok,
vdcr_commons_mr30_000001_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000001_metadata_clean.mp4,8.000,ok,ok,ok,8,ok,
vdcr_commons_mr30_000004_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000004_metadata_clean.mp4,7.133,ok,ok,ok,8,ok,
vdcr_commons_mr31_000003_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000003_metadata_clean.mp4,15.916,ok,ok,ok,8,ok,
vdcr_commons_mr31_000005_seg_002000_21143_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000005_seg_002000_21143_clean.mp4,19.052,ok,ok,ok,8,ok,
vdcr_commons_mr32_000001_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000001_metadata_clean.mp4,13.867,ok,ok,ok,12,ok,
vdcr_commons_mr32_000004_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000004_metadata_clean.mp4,11.900,ok,ok,ok,12,ok,
vdcr_commons_mr33_000001_seg_007000_76732_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr33_000001_seg_007000_76732_clean.mp4,69.720,ok,ok,ok,12,ok,
vdcr_commons_mr34_000001_seg_055000_126041_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000001_seg_055000_126041_clean.mp4,70.933,ok,ok,ok,12,ok,
vdcr_commons_mr34_000005_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000005_metadata_clean.mp4,20.100,ok,ok,ok,12,ok,
vdcr_commons_mr35_000001_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr35_000001_crop_metadata_clean.mp4,19.519,ok,ok,ok,12,ok,
vdcr_commons_mr36_000001_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000001_crop_metadata_clean.mp4,10.000,ok,ok,ok,8,ok,
vdcr_commons_mr36_000002_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000002_crop_metadata_clean.mp4,6.750,ok,ok,ok,8,ok,
vdcr_commons_mr36_000003_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr36_000003_crop_metadata_clean.mp4,15.250,ok,ok,ok,8,ok,
vdcr_commons_mr37_000001_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr37_000001_crop_metadata_clean.mp4,75.100,ok,ok,ok,8,ok,
vdcr_commons_mr38_000001_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr38_000001_crop_metadata_clean.mp4,88.055,ok,ok,ok,8,ok,
vdcr_commons_mr40_000001_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr40_000001_crop_metadata_clean.mp4,57.560,ok,ok,ok,8,ok,
vdcr_commons_mr41_000001_crop_metadata_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr41_000001_crop_metadata_clean.mp4,55.900,ok,ok,ok,8,ok,
vdcr_commons_mr42_000001_worthington_jet_clean,media/vdcr_segments_pilot_v1/vdcr_commons_mr42_000001_worthington_jet_clean.mp4,9.000,ok,ok,ok,8,ok,
vdcr_public_mr43_000002_biofilm_expansion_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr43_000002_biofilm_expansion_clean.mp4,8.250,ok,ok,ok,8,ok,
vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr44_000003_electrodeposition_dendrite_01_clean.mp4,30.800,ok,ok,ok,8,ok,
vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr45_000001_dune_slip_face_grain_avalanche_trim_crop_clean.mp4,7.107,ok,ok,ok,8,ok,
vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr46_000001_capillary_rise_wicking_crop_clean.mp4,19.000,ok,ok,ok,8,ok,
vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr47_000001_mitotic_chromosome_segregation_crop_clean.mp4,76.667,ok,ok,ok,19,ok,
vdcr_public_mr48_000001_droplet_spreading_retraction_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr48_000001_droplet_spreading_retraction_clean.mp4,2.800,ok,ok,ok,18,ok,
vdcr_public_mr49_000001_flame_blowoff_clean,media/vdcr_segments_pilot_v1/vdcr_public_mr49_000001_flame_blowoff_clean.mp4,3.500,ok,ok,ok,14,ok,
