id,source_id,candidate_knowledge_point,direct_url,page_url,title,mime,duration_sec,local_media,segment_start_sec,segment_end_sec
vdcr_commons_mr1_000004_seg_020000_100000,vdcr_commons_mr1_000004,Tidal Bore,https://upload.wikimedia.org/wikipedia/commons/3/3e/Arnside_bore.ogv,https://commons.wikimedia.org/wiki/File:Arnside_bore.ogv,Arnside bore,video/mp4,80.000,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000004_seg_020000_100000.mp4,20.000,100.000
vdcr_commons_mr1_000006_seg_020000_055000,vdcr_commons_mr1_000006,Hydraulic Jump,https://upload.wikimedia.org/wikipedia/commons/0/0b/%D0%93%D0%B8%D0%B4%D1%80%D0%B0%D0%B2%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%80%D1%8B%D0%B6%D0%BE%D0%BA.webm,https://commons.wikimedia.org/wiki/File:%D0%93%D0%B8%D0%B4%D1%80%D0%B0%D0%B2%D0%BB%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%80%D1%8B%D0%B6%D0%BE%D0%BA.webm,Hydraulic jump,video/mp4,35.000,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000006_seg_020000_055000.mp4,20.000,55.000
vdcr_commons_mr9_000002_seg_003000_355000_noaudio,vdcr_commons_mr9_000002,Vortex Ring Formation,https://upload.wikimedia.org/wikipedia/commons/4/40/Origin-and-dynamics-of-vortex-rings-in-drop-splashing-ncomms9187-s3.ogv,https://commons.wikimedia.org/wiki/File:Origin-and-dynamics-of-vortex-rings-in-drop-splashing-ncomms9187-s3.ogv,X-ray vortex ring formation during drop splashing no-text segment v2,video/mp4,32.5,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000002_seg_003000_355000_noaudio.mp4,3.000,35.500
vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio,vdcr_commons_mr10_000004,Ostwald Ripening,https://upload.wikimedia.org/wikipedia/commons/b/bc/A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s2.ogv,https://commons.wikimedia.org/wiki/File:A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s2.ogv,2D foam Ostwald ripening lower-foam no-title no-audio segment,video/mp4,34.0,media/vdcr_commons_manual_segments_round10_v1/vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio.mp4,12.000,46.000
vdcr_commons_mr12_000002_seg_000000_040000_noaudio,vdcr_commons_mr12_000002,Debris-Flow Surge Propagation,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bondo_Aug_2017.webm,https://commons.wikimedia.org/wiki/File:Bondo_Aug_2017.webm,Bondo Aug 2017 no-audio segment,video/webm,40.000,media/vdcr_commons_manual_segments_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio.webm,0.000,40.000
vdcr_commons_mr14_000001_seg_000000_031270_noaudio,vdcr_commons_mr14_000001,Electrolysis Bubble Nucleation and Detachment,https://upload.wikimedia.org/wikipedia/commons/0/0a/Separating-hydrogen-and-oxygen-evolution-in-alkaline-water-electrolysis-using-nickel-hydroxide-ncomms11741-s4.ogv,https://commons.wikimedia.org/wiki/File:Separating-hydrogen-and-oxygen-evolution-in-alkaline-water-electrolysis-using-nickel-hydroxide-ncomms11741-s4.ogv,Electrolysis bubble nucleation and detachment no-audio segment,video/webm,30.709,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000001_seg_000000_031270_noaudio.webm,0.000,31.270
vdcr_commons_mr14_000004_seg_000000_016667_clean,vdcr_commons_mr14_000004,Ciliary Beating,https://upload.wikimedia.org/wikipedia/commons/1/11/Mutation-of-Growth-Arrest-Specific-8-Reveals-a-Role-in-Motile-Cilia-Function-and-Human-Disease-pgen.1006220.s002.ogv,https://commons.wikimedia.org/wiki/File:Mutation-of-Growth-Arrest-Specific-8-Reveals-a-Role-in-Motile-Cilia-Function-and-Human-Disease-pgen.1006220.s002.ogv,Ciliary beating clean no-metadata segment,video/webm,16.667,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000004_seg_000000_016667_clean.webm,0.000,16.667
vdcr_commons_mr15_000004_seg_036000_079000_clean,vdcr_commons_mr15_000004,Turbidity Current Propagation,https://serc.carleton.edu/download/files/31382/turbidity_currents.mp4,https://serc.carleton.edu/details/files/31382.html,Turbidity current propagation clean segment,video/webm,43.009,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean.webm,36.000,79.000
vdcr_commons_mr15_000005_seg_000000_051000_crop_clean,vdcr_commons_mr15_000005,Nyctinasty,https://upload.wikimedia.org/wikipedia/commons/6/65/Nachtkerze02-50p.ogv,https://commons.wikimedia.org/wiki/File:Nachtkerze02-50p.ogv,Nyctinasty crop clean segment,video/webm,50.880,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000005_seg_000000_051000_crop_clean.webm,0.000,51.000
vdcr_commons_mr16_000001_seg_000000_015206_clean,vdcr_commons_mr16_000001,Flame Front Propagation,https://upload.wikimedia.org/wikipedia/commons/c/c2/Slow-motion_video_of_flame_front_extending_along_a_channel.webm,https://commons.wikimedia.org/wiki/File:Slow-motion_video_of_flame_front_extending_along_a_channel.webm,Flame Front Propagation clean no-audio segment,video/webm,15.200,media/vdcr_segments_pilot_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean.webm,0.000,15.206
vdcr_commons_mr17_000002_seg_000000_031371_clean,vdcr_commons_mr17_000002,Metal Displacement Dendrite Growth,https://upload.wikimedia.org/wikipedia/commons/e/ef/Silver.webm,https://commons.wikimedia.org/wiki/File:Silver.webm,Metal Displacement Dendrite Growth clean no-audio segment,video/webm,31.364,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean.webm,0.000,31.371
vdcr_commons_mr17_000006_seg_000000_036218_clean,vdcr_commons_mr17_000006,Tornadogenesis,https://upload.wikimedia.org/wikipedia/commons/f/fa/Tornado_time_lapse.webm,https://commons.wikimedia.org/wiki/File:Tornado_time_lapse.webm,Tornadogenesis clean no-audio segment,video/webm,36.217,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,0.000,36.218
vdcr_commons_mr18_000003_seg_000000_024000_crop_clean,vdcr_commons_mr18_000003,Weissenberg Rod-Climbing Effect,https://web.mit.edu/nnf/research/phenomena/rod_climbing.avi,https://web.mit.edu/nnf/research/phenomena/rodclimbing.html,Weissenberg Rod-Climbing Effect cropped clean segment,video/webm,24.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr18_000003_seg_000000_024000_crop_clean.webm,0.000,24.000
vdcr_commons_mr19_000005_seg_000000_003333_crop_clean,vdcr_commons_mr19_000005,Taylor-Couette Vortices,https://upload.wikimedia.org/wikipedia/commons/4/48/Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv,https://commons.wikimedia.org/wiki/File:Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv,Taylor-Couette Vortices cropped clean simulation segment,video/webm,3.334,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000005_seg_000000_003333_crop_clean.webm,0.000,3.334
vdcr_commons_mr19_000007_seg_000000_036143_crop_clean,vdcr_commons_mr19_000007,Cytokinetic Furrow Ingression,https://upload.wikimedia.org/wikipedia/commons/e/e7/Reed-Sternberg-Cells-Form-by-Abscission-Failure-in-the-Presence-of-Functional-Aurora-B-Kinase-pone.0124629.s006.ogv,https://commons.wikimedia.org/wiki/File:Reed-Sternberg-Cells-Form-by-Abscission-Failure-in-the-Presence-of-Functional-Aurora-B-Kinase-pone.0124629.s006.ogv,Cytokinetic Furrow Ingression cropped clean microscopy segment,video/webm,36.143,media/vdcr_segments_pilot_v1/vdcr_commons_mr19_000007_seg_000000_036143_crop_clean.webm,0.000,36.143
vdcr_commons_mr20_000008_seg_000000_018133_crop_clean,vdcr_commons_mr20_000008,Gel Swelling,https://upload.wikimedia.org/wikipedia/commons/5/5f/Hydraulic-hydrogel-actuators-and-robots-optically-and-sonically-camouflaged-in-water-ncomms14230-s6.ogv,https://commons.wikimedia.org/wiki/File:Hydraulic-hydrogel-actuators-and-robots-optically-and-sonically-camouflaged-in-water-ncomms14230-s6.ogv,Gel Swelling cropped clean hydrogel strip segment,video/webm,18.133,media/vdcr_segments_pilot_v1/vdcr_commons_mr20_000008_seg_000000_018133_crop_clean.webm,0.000,18.133
vdcr_commons_mr21_000001_crop_clean,vdcr_commons_mr21_000001,Thermocapillary Convection,https://upload.wikimedia.org/wikipedia/commons/9/91/Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv,https://commons.wikimedia.org/wiki/File:Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv,File:Dynamics-and-universal-scaling-law-in-geometrically-controlled-sessile-drop-evaporation-ncomms14783-s5.ogv,video/mp4,88.600,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000001_crop_clean.mp4,0.000,88.600
vdcr_commons_mr21_000003_metadata_clean,vdcr_commons_mr21_000003,Evaporation-Induced Deposition Front,https://upload.wikimedia.org/wikipedia/commons/0/0e/Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv,https://commons.wikimedia.org/wiki/File:Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv,File:Taming-contact-line-instability-for-pattern-formation-ncomms12458-s2.ogv,video/mp4,33.967,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000003_metadata_clean.mp4,0.000,33.967
vdcr_commons_mr21_000005_metadata_clean,vdcr_commons_mr21_000005,Actin Wave,https://upload.wikimedia.org/wikipedia/commons/e/e5/An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv,https://commons.wikimedia.org/wiki/File:An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv,File:An-Actin-Based-Wave-Generator-Organizes-Cell-Motility-pbio.0050221.sv013.ogv,video/mp4,7.833,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000005_metadata_clean.mp4,0.000,7.833
vdcr_commons_mr21_000008_metadata_clean,vdcr_commons_mr21_000008,Braided Channel Migration,https://upload.wikimedia.org/wikipedia/commons/5/51/Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm,https://commons.wikimedia.org/wiki/File:Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm,File:Braided_River_in_Tibet_Redraws_Its_Channels_(154747).webm,video/mp4,47.967,media/vdcr_segments_pilot_v1/vdcr_commons_mr21_000008_metadata_clean.mp4,0.000,47.967
vdcr_commons_mr22_000001_metadata_clean,vdcr_commons_mr22_000001,Faraday Waves,https://upload.wikimedia.org/wikipedia/commons/5/54/Watching_Tibetan_bowls_sing.webm,https://commons.wikimedia.org/wiki/File:Watching_Tibetan_bowls_sing.webm,File:Watching Tibetan bowls sing.webm,video/mp4,39.440,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000001_metadata_clean.mp4,0.000,39.440
vdcr_commons_mr22_000006_seg_015000_020000_clean,vdcr_commons_mr22_000006,C-Start Escape Response,https://upload.wikimedia.org/wikipedia/commons/3/3b/Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv,https://commons.wikimedia.org/wiki/File:Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv,File:Born-Knowing-Tentacled-Snakes-Innately-Predict-Future-Prey-Behavior-pone.0010953.s002.ogv,video/mp4,5.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr22_000006_seg_015000_020000_clean.mp4,15.000,20.000
vdcr_commons_mr23_000001_seg_002000_016000_crop_clean,vdcr_commons_mr23_000001,Crystal Nucleation,https://upload.wikimedia.org/wikipedia/commons/c/cf/CH3NH3PbI3_crystal_growth.webm,https://commons.wikimedia.org/wiki/File:CH3NH3PbI3_crystal_growth.webm,File:CH3NH3PbI3 crystal growth.webm,video/mp4,14.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000001_seg_002000_016000_crop_clean.mp4,2.000,16.000
vdcr_commons_mr23_000004_metadata_clean,vdcr_commons_mr23_000004,Internal Wave Propagation,https://upload.wikimedia.org/wikipedia/commons/a/ae/A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv,https://commons.wikimedia.org/wiki/File:A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv,File:A-swarm-of-autonomous-miniature-underwater-robot-drifters-for-exploring-submesoscale-ocean-dynamics-ncomms14189-s5.ogv,video/mp4,31.600,media/vdcr_segments_pilot_v1/vdcr_commons_mr23_000004_metadata_clean.mp4,0.000,31.600
vdcr_commons_mr24_000001_crop_clean,vdcr_commons_mr24_000001,Euler's Disk Motion,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/98/Euler%E2%80%99s_disk.webm/Euler%E2%80%99s_disk.webm.1080p.vp9.webm,https://commons.wikimedia.org/wiki/File:Euler%E2%80%99s_disk.webm,Euler's disk,video/mp4,98.605,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000001_crop_clean.mp4,0.000,98.605
vdcr_commons_mr24_000002_crop_clean,vdcr_commons_mr24_000002,Precipitation Front Propagation,https://upload.wikimedia.org/wikipedia/commons/f/f4/Enhancing-droplet-deposition-through-in-situ-precipitation-ncomms12560-s6.ogv,https://commons.wikimedia.org/wiki/File:Enhancing-droplet-deposition-through-in-situ-precipitation-ncomms12560-s6.ogv,Enhancing droplet deposition through in-situ precipitation supplementary movie 5,video/mp4,66.400,media/vdcr_segments_pilot_v1/vdcr_commons_mr24_000002_crop_clean.mp4,0.000,66.400
vdcr_commons_mr25_000001_metadata_clean,vdcr_commons_mr25_000001,Medusan Bell-Contraction Jet Propulsion,https://upload.wikimedia.org/wikipedia/commons/6/6b/Cannonball_jellyfish_(Stomolophus_meleagris).webm,https://commons.wikimedia.org/wiki/File:Cannonball_jellyfish_(Stomolophus_meleagris).webm,Cannonball jellyfish,video/mp4,38.083,media/vdcr_segments_pilot_v1/vdcr_commons_mr25_000001_metadata_clean.mp4,0.000,38.083
vdcr_commons_mr26_000004_seg_066000_078000_clean,vdcr_commons_mr26_000004,Rip Current Formation,https://upload.wikimedia.org/wikipedia/commons/5/5c/Brandungsr%C3%BCckstrom_%28Entstehung%29.webm,https://commons.wikimedia.org/wiki/File:Brandungsr%C3%BCckstrom_%28Entstehung%29.webm,Brandungsrückstrom Entstehung,video/mp4,12.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr26_000004_seg_066000_078000_clean.mp4,66.000,78.000
vdcr_commons_mr27_000002_metadata_clean,vdcr_commons_mr27_000002,Rayleigh-Benard Convection,https://upload.wikimedia.org/wikipedia/commons/3/37/B%C3%A9nard_cells_convection.ogv,https://commons.wikimedia.org/wiki/File:B%C3%A9nard_cells_convection.ogv,Benard cells convection metadata-clean derivative,video/mp4,26.860,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000002_metadata_clean.mp4,0.000,26.860
vdcr_commons_mr27_000004_metadata_clean,vdcr_commons_mr27_000004,Reaction-Diffusion Wave,https://upload.wikimedia.org/wikipedia/commons/8/8a/Reaction-Diffusion.gif,https://commons.wikimedia.org/wiki/File:Reaction-Diffusion.gif,Reaction-Diffusion metadata-clean derivative,video/mp4,17.900,media/vdcr_segments_pilot_v1/vdcr_commons_mr27_000004_metadata_clean.mp4,0.000,17.900
vdcr_commons_mr28_000002_metadata_clean,vdcr_commons_mr28_000002,Neutrophil Chemotaxis,https://upload.wikimedia.org/wikipedia/commons/e/ec/A-Worldwide-Competition-to-Compare-the-Speed-and-Chemotactic-Accuracy-of-Neutrophil-Like-Cells-pone.0154491.s004.ogv,https://commons.wikimedia.org/wiki/File:A-Worldwide-Competition-to-Compare-the-Speed-and-Chemotactic-Accuracy-of-Neutrophil-Like-Cells-pone.0154491.s004.ogv,Neutrophil Chemotaxis metadata-clean derivative,video/mp4,11.333,media/vdcr_segments_pilot_v1/vdcr_commons_mr28_000002_metadata_clean.mp4,0.000,11.333
vdcr_commons_mr29_000001_metadata_clean,vdcr_commons_mr29_000001,Downburst / Microburst Outflow,https://upload.wikimedia.org/wikipedia/commons/d/d8/Downburst_Piracicaba_2025.webm,https://commons.wikimedia.org/wiki/File:Downburst_Piracicaba_2025.webm,Downburst Microburst Outflow metadata-clean derivative,video/mp4,29.800,media/vdcr_segments_pilot_v1/vdcr_commons_mr29_000001_metadata_clean.mp4,0.000,29.800
vdcr_commons_mr30_000001_metadata_clean,vdcr_commons_mr30_000001,Saffman-Taylor Viscous Fingering,https://upload.wikimedia.org/wikipedia/commons/7/78/Plein_de_bulles_entier_grand.gif,https://commons.wikimedia.org/wiki/File:Plein_de_bulles_entier_grand.gif,Saffman-Taylor viscous fingering metadata-clean derivative,video/mp4,8.000,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000001_metadata_clean.mp4,0.000,8.000
vdcr_commons_mr30_000004_metadata_clean,vdcr_commons_mr30_000004,FRAP Recovery,https://upload.wikimedia.org/wikipedia/commons/f/fc/Synucleins-Antagonize-Endoplasmic-Reticulum-Function-to-Modulate-Dopamine-Transporter-Trafficking-pone.0070872.s008.ogv,https://commons.wikimedia.org/wiki/File:Synucleins-Antagonize-Endoplasmic-Reticulum-Function-to-Modulate-Dopamine-Transporter-Trafficking-pone.0070872.s008.ogv,FRAP Recovery metadata-clean derivative,video/mp4,7.133,media/vdcr_segments_pilot_v1/vdcr_commons_mr30_000004_metadata_clean.mp4,0.000,7.133
vdcr_commons_mr31_000003_metadata_clean,vdcr_commons_mr31_000003,Gully Headcut Retreat,https://upload.wikimedia.org/wikipedia/commons/4/4b/Upward-erosion.ogv,https://commons.wikimedia.org/wiki/File:Upward-erosion.ogv,Gully Headcut Retreat metadata-clean derivative,video/mp4,15.916,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000003_metadata_clean.mp4,0.000,15.916
vdcr_commons_mr31_000005_seg_002000_21143_clean,vdcr_commons_mr31_000005,Freeze-Induced Phase Separation,https://upload.wikimedia.org/wikipedia/commons/c/c6/Visualization-data-on-the-freezing-process-of-micrometer-scaled-aqueous-citric-acid-drops-mmc6.ogv,https://commons.wikimedia.org/wiki/File:Visualization-data-on-the-freezing-process-of-micrometer-scaled-aqueous-citric-acid-drops-mmc6.ogv,Freeze-Induced Phase Separation title-trimmed metadata-clean derivative,video/mp4,19.052,media/vdcr_segments_pilot_v1/vdcr_commons_mr31_000005_seg_002000_21143_clean.mp4,2.000,21.143
vdcr_commons_mr32_000001_metadata_clean,vdcr_commons_mr32_000001,Boiling Bubble Nucleation and Departure,https://upload.wikimedia.org/wikipedia/commons/c/cf/Bubble0g.ogv,https://commons.wikimedia.org/wiki/File:Bubble0g.ogv,Boiling Bubble Nucleation and Departure metadata-clean derivative,video/mp4,13.867,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000001_metadata_clean.mp4,0.000,13.867
vdcr_commons_mr32_000004_metadata_clean,vdcr_commons_mr32_000004,Embryonic Cleavage Division Sequence,https://upload.wikimedia.org/wikipedia/commons/6/6a/Highly-Asynchronous-and-Asymmetric-Cleavage-Divisions-Accompany-Early-Transcriptional-Activity-in-pone.0021741.s019.ogv,https://commons.wikimedia.org/wiki/File:Highly-Asynchronous-and-Asymmetric-Cleavage-Divisions-Accompany-Early-Transcriptional-Activity-in-pone.0021741.s019.ogv,Embryonic Cleavage Division Sequence metadata-clean derivative,video/mp4,11.900,media/vdcr_segments_pilot_v1/vdcr_commons_mr32_000004_metadata_clean.mp4,0.000,11.900
vdcr_commons_mr33_000001_seg_007000_76732_clean,vdcr_commons_mr33_000001,Coalescence-Driven Coarsening,https://upload.wikimedia.org/wikipedia/commons/a/a6/A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s3.ogv,https://commons.wikimedia.org/wiki/File:A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s3.ogv,Coalescence-Driven Coarsening title-trimmed metadata-clean derivative,video/mp4,69.720,media/vdcr_segments_pilot_v1/vdcr_commons_mr33_000001_seg_007000_76732_clean.mp4,7.000,76.732
vdcr_commons_mr34_000001_seg_055000_126041_clean,vdcr_commons_mr34_000001,Coupled Pendulum Synchronization,https://upload.wikimedia.org/wikipedia/commons/a/a1/Wesphysdemo_-_Synchronized_Metronomes.webm,https://commons.wikimedia.org/wiki/File:Wesphysdemo_-_Synchronized_Metronomes.webm,Coupled Pendulum Synchronization setup-trimmed metadata-clean derivative,video/mp4,70.933,media/vdcr_segments_pilot_v1/vdcr_commons_mr34_000001_seg_055000_126041_clean.mp4,55.000,126.041
