candidate_id,source_url,source_platform,license_or_usage_note,raw_duration_sec,suggested_start_sec,suggested_end_sec,initial_category,candidate_knowledge_point,domain_seed,subdomain_seed,why_dynamic,collector_notes
vdcr_archive_earth_000021,https://archive.org/details/youtube-78-YFytlyEU,internet_archive,archive_license_verify_on_page,454.5,0.0,60.0,earth_environmental_systems,Dune Slip-Face Avalanche,earth_environmental_systems,earth_family_07,Candidate must show granular sand sliding down a dune slip face over time.,"archive_search_collected; search_term=dune avalanche; archive_identifier=youtube-78-YFytlyEU; archive_file=78-YFytlyEU.mp4; title=Danger chez les jeunes, #ObamaGate, contaminé en parlant... 5 actus de la semaine; description=ObamaGate, contamination des jeunes, Brésil et Corée du Sud face au coronavirus… les 5 actus de la semaine ! 🤗 Sur Instagram, votre résumé de l’actu d’1 minute chaque soir ! @HugoDecrypte http://instagram.com/hugodecrypte/ 🍿 La même chos...; targeted_commons_earth_search"
vdcr_archive_earth_000022,https://archive.org/details/Norm_Macdonald_Live,internet_archive,archive_license_verify_on_page,2633.2,0.0,60.0,earth_environmental_systems,Rip Current Formation,earth_environmental_systems,earth_family_08,"Candidate must show seaward current/channel formation, not beach interviews or warning signs.",archive_search_collected; search_term=rip current; archive_identifier=Norm_Macdonald_Live; archive_file=Norm Macdonald Live - S02E06 - Norm Macdonald with Guest Todd Glass (Pt 1).ogv; title=Norm Macdonald Live; description=Norm Macdonald Live A free video podcast which was freely available until it was removed without warning. Now it's freely available here. RIP Norm. You were one of the best. I've made the rest of this shit in the description more difficu...; targeted_commons_earth_search
vdcr_archive_earth_000023,https://archive.org/details/DuckandC1951,internet_archive,http://creativecommons.org/licenses/publicdomain/,555.4,0.0,60.0,earth_environmental_systems,Rip Current Formation,earth_environmental_systems,earth_family_08,"Candidate must show seaward current/channel formation, not beach interviews or warning signs.","archive_search_collected; search_term=rip current; archive_identifier=DuckandC1951; archive_file=DuckandC1951_512kb.mp4; title=Duck and Cover; description=Selected for the 2004 National Film Registry of ""culturally, historically and aesthetically significant"" motion pictures. Famous Civil Defense film for children in which Bert the Turtle shows what to do in case of atomic attack.; targeted_commons_earth_search"
vdcr_archive_earth_000024,https://archive.org/details/Quake4_20954,internet_archive,archive_license_verify_on_page,101.6,0.0,60.0,earth_environmental_systems,Rip Current Formation,earth_environmental_systems,earth_family_08,"Candidate must show seaward current/channel formation, not beach interviews or warning signs.",archive_search_collected; search_term=rip current; archive_identifier=Quake4_20954; archive_file=Quake4_20954_part15.ogv; title=Quake 4 (PC) - Private skill 2:09:54 - Peter Knutsson; description=Speed run of Quake 4 on private skill in 26 segments completed on December 29 2005. Available in 320x240 DivX and 640x480 h.264 versions. Author's comments: This game is extremely linear. Not only have they removed just about everything...; targeted_commons_earth_search
vdcr_archive_earth_000025,https://archive.org/details/JournalOfRegardless,internet_archive,http://creativecommons.org/licenses/by/3.0/us/,69.8,0.0,60.0,earth_environmental_systems,Debris-Flow Surge Propagation,earth_environmental_systems,earth_family_03,Candidate must show a debris-flow surge propagating through a channel or slope.,archive_search_collected; search_term=debris flow; archive_identifier=JournalOfRegardless; archive_file=6.FoundLand.ogg; title=Journal of regardless; description=Please use earphones when on mobile devices. Make sure you got the right file software for certain files in the download section. If you don't have the file viewer software your screen will start blinking. For example file extension xps....; targeted_commons_earth_search
vdcr_archive_earth_000026,https://archive.org/details/thenavigators,internet_archive,archive_license_verify_on_page,1661.0,0.0,60.0,earth_environmental_systems,Debris-Flow Surge Propagation,earth_environmental_systems,earth_family_03,Candidate must show a debris-flow surge propagating through a channel or slope.,"archive_search_collected; search_term=debris flow; archive_identifier=thenavigators; archive_file=thenavigatorsreel2.ogv; title=The Navigators: pathfinders of the Pacific; description=From WorldCat: Follows archaeologists as they seek clues to the origins and achievements of ancient Polynesian seafarers. Shows the excavation of a powerful voyaging canoe on the Tahitian island of Huahine, early sailing routes in Fiji,...; targeted_commons_earth_search"
vdcr_archive_earth_000027,https://archive.org/details/colorado_flooding_13-sept-2013,internet_archive,archive_license_verify_on_page,50.1,0.0,50.1,earth_environmental_systems,Debris-Flow Surge Propagation,earth_environmental_systems,earth_family_03,Candidate must show a debris-flow surge propagating through a channel or slope.,"archive_search_collected; search_term=debris flow; archive_identifier=colorado_flooding_13-sept-2013; archive_file=2013-09-13_poudre-flood_marinez-park.ogv; title=Colorado Flooding News Conferences for Larimer and Boulder County - Sept 13 / 14, 2013; description=— presents — Colorado Flooding News Conference audio excerpts • September 13 and 14, 2013 • — Audio Stream (tracks 1 - 3), 52:01 — Audio Track 1 , 21:12 excerpt: Listen to Boulder County sheriff and officials with city of Boulder, Sept 1...; targeted_commons_earth_search"
vdcr_archive_earth_000028,https://archive.org/details/youtube-aZ8JT4PG-aw,internet_archive,archive_license_verify_on_page,181.0,0.0,60.0,earth_environmental_systems,Debris-Flow Surge Propagation,earth_environmental_systems,earth_family_03,Candidate must show a muddy debris-flow surge propagating through a channel or slope.,archive_search_collected; search_term=mudflow; archive_identifier=youtube-aZ8JT4PG-aw; archive_file=aZ8JT4PG-aw.mp4; title=Japan is completely paralyzed: The height of snowdrifts exceeds 4 meters; description=; targeted_commons_earth_search
vdcr_archive_earth_000029,https://archive.org/details/MudflowAtTunnelConstructionSiteLeaves4Dead4MissingInSouthwestChina,internet_archive,archive_license_verify_on_page,65.1,0.0,60.0,earth_environmental_systems,Debris-Flow Surge Propagation,earth_environmental_systems,earth_family_03,Candidate must show a muddy debris-flow surge propagating through a channel or slope.,"archive_search_collected; search_term=mudflow; archive_identifier=MudflowAtTunnelConstructionSiteLeaves4Dead4MissingInSouthwestChina; archive_file=Mudflow at tunnel construction site leaves 4 dead, 4 missing in southwest China.ogv; title=Mudflow At Tunnel Construction Site Leaves 4 Dead, 4 Missing In Southwest China; description=Mudflow At Tunnel Construction Site Leaves 4 Dead, 4 Missing In Southwest China; targeted_commons_earth_search"
vdcr_archive_earth_000030,https://archive.org/details/Mt._Rainier_still_poses_threat_County_unveils_new_active_volcano_website,internet_archive,archive_license_verify_on_page,173.6,0.0,60.0,earth_environmental_systems,Debris-Flow Surge Propagation,earth_environmental_systems,earth_family_03,Candidate must show a muddy debris-flow surge propagating through a channel or slope.,"archive_search_collected; search_term=mudflow; archive_identifier=Mt._Rainier_still_poses_threat_County_unveils_new_active_volcano_website; archive_file=Mt._Rainier_still_poses_threat_County_unveils_new_active_volcano_website.ogv; title=Mt. Rainier still poses threat, County unveils new active volcano website; description=Mt. Rainier is an active volcano and Pierce County encourages people to always be prepared.; targeted_commons_earth_search"
vdcr_archive_earth_000031,https://archive.org/details/SupercellMyDearest,internet_archive,archive_license_verify_on_page,347.3,0.0,60.0,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,Candidate must show supercell cloud rotation or organized mesocyclone structure evolving over time.,archive_search_collected; search_term=supercell timelapse; archive_identifier=SupercellMyDearest; archive_file=SupercellMyDearest.ogv; title=supercell My Dearest; description=supercell My Dearest; targeted_commons_earth_search
vdcr_archive_earth_000032,https://archive.org/details/Supercell_854,internet_archive,archive_license_verify_on_page,325.3,0.0,60.0,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,Candidate must show supercell cloud rotation or organized mesocyclone structure evolving over time.,archive_search_collected; search_term=supercell timelapse; archive_identifier=Supercell_854; archive_file=Supercell.ogv; title=supercell ãåç½ã; description=supercell ãåç½ã; targeted_commons_earth_search
vdcr_archive_earth_000033,https://archive.org/details/ybprlhwj-4t-0bg-09q,internet_archive,archive_license_verify_on_page,99.1,0.0,60.0,earth_environmental_systems,Supercell Mesocyclone Rotation,earth_environmental_systems,earth_family_01,Candidate must show supercell cloud rotation or organized mesocyclone structure evolving over time.,archive_search_collected; search_term=supercell timelapse; archive_identifier=ybprlhwj-4t-0bg-09q; archive_file=ぬえちゃんが男湯でオーイェ～！（能力あり） [aeprxhbdwc79r7lm].mp4; title=ぬえちゃんが男湯でオーイェ～！; description=======Iwara Metadata====== Title: ぬえちゃんが男湯でオーイェ～！（能力あり） Iwara ID: aeprxhbdwc79r7lm Description: ぬえちゃんが男湯で自分の能力を駆使しながら踊ってくれました。 能力なし版はプライベートで。 Tags: No Tags ======Iwara Metadata====== Title: ぬえちゃんが男湯でオーイェ～！（能力なし） Iwara ID: ybprlhwj4t0bg09...; targeted_commons_earth_search
vdcr_archive_earth_000034,https://archive.org/details/NASA_Aeronautics_Design_Tech_Clip30_HD,internet_archive,archive_license_verify_on_page,278.9,0.0,60.0,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,Candidate must show downburst or microburst outflow spreading at the surface over time.,"archive_search_collected; search_term=microburst; archive_identifier=NASA_Aeronautics_Design_Tech_Clip30_HD; archive_file=NASA_Aeronautics_Design_Tech_Clip30_HD.ogv; title=Invention of Doppler Radar; description=This NASA video segment gives an inside look at another useful NASA technology, Doppler radar. Between mid-1960 and mid-1980 airplane fatalities were often due to the effects of hazardous wind shears during a plane's landing and take off...; targeted_commons_earth_search"
vdcr_archive_earth_000035,https://archive.org/details/Special_Report_-_Laurel_Storm_Damage_-_September_30_2015,internet_archive,archive_license_verify_on_page,150.6,0.0,60.0,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,Candidate must show downburst or microburst outflow spreading at the surface over time.,"archive_search_collected; search_term=microburst; archive_identifier=Special_Report_-_Laurel_Storm_Damage_-_September_30_2015; archive_file=Special_Report_-_Laurel_Storm_Damage_-_September_30_2015.ogv; title=Special Report: Laurel Storm Damage - September 30, 2015; description=The City of Laurel received some damage from last night's storm and Audrey Barnes, Communications Director, was able to get out and get you all the information you needed to know if your property or business was one of the unfortunate bu...; targeted_commons_earth_search"
vdcr_archive_earth_000036,https://archive.org/details/colvnv-The_Dangers_of_Monsoon_Season_and_Flash_Flooding_in_Las_Vegas,internet_archive,archive_license_verify_on_page,373.0,0.0,60.0,earth_environmental_systems,Downburst / Microburst Outflow,earth_environmental_systems,earth_family_01,Candidate must show downburst or microburst outflow spreading at the surface over time.,"archive_search_collected; search_term=microburst; archive_identifier=colvnv-The_Dangers_of_Monsoon_Season_and_Flash_Flooding_in_Las_Vegas; archive_file=The_Dangers_of_Monsoon_Season_and_Flash_Flooding_in_Las_Vegas.mp4; title=The Dangers of Monsoon Season and Flash Flooding in Las Vegas; description=Flash floods, extreme heat and powerful winds—Las Vegas monsoon season is no joke. We visit the National Weather Service to break down the science behind monsoon storms, flash flooding and other severe weather threats that hit Southern N...; targeted_commons_earth_search"
vdcr_archive_earth_000037,https://archive.org/details/thehorrorofitallreel2,internet_archive,archive_license_verify_on_page,1767.6,0.0,60.0,earth_environmental_systems,Gust Front Propagation,earth_environmental_systems,earth_family_01,Candidate must show a gust front or shelf-cloud boundary advancing over time.,"archive_search_collected; search_term=gust front; archive_identifier=thehorrorofitallreel2; archive_file=thehorrorofitallreel1.ogv; title=The Horror of it all; description=Combines rare film clips, stills, and interviews in a chronicle of the fifty years of horror film production. Covers the early days of Nosferatu to today's so-called spatter movies. The Horror of it all Search Educational Film Journals a...; targeted_commons_earth_search"
vdcr_archive_earth_000038,https://archive.org/details/0707_Atomic_Bomb_Blast_Effects,internet_archive,archive_license_verify_on_page,510.9,0.0,60.0,earth_environmental_systems,Gust Front Propagation,earth_environmental_systems,earth_family_01,Candidate must show a gust front or shelf-cloud boundary advancing over time.,"archive_search_collected; search_term=gust front; archive_identifier=0707_Atomic_Bomb_Blast_Effects; archive_file=0707_Atomic_Bomb_Blast_Effects_00_00_51_00_dv50.ogv; title=Atomic Bomb Blast Effects; description=Color footage of atomic bomb tests with active duty military personnel at Camp Desert Rock, Nevada Test Site, Nevada. Shows soldiers in foxholes as nuclear detonation occurs nearby, light and shockwaves, blowing dust, soldiers climbing o...; targeted_commons_earth_search"
