media_asset_id,video_id,candidate_id,answer,domain,file_path,source_file_path,original_local_media,source_url,license_or_usage_note,review_status,review_notes,release_processing_status,release_ready,sha256,bytes,status,error
vdcr_v1_000011,vdcr_000011,,Ice Cliff Calving,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000011.mp4,release/media/videos_mp4/vdcr_v1_000011.mp4,media/vdcr_segments_pilot_v1/vdcr_archive_earth_000014_seg_042000_055000.mp4,,,v2_seed,,reused_v1_final_mp4,true,f8c16375ad28bcde8c5784ece7f7d8221890284b938fddf13b6eb354bbb97391,23510410,reused_v1_mp4,
vdcr_v1_000012,vdcr_000012,,Iodine Clock Reaction,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000012.mp4,release/media/videos_mp4/vdcr_v1_000012.mp4,media/vdcr_segments_pilot_v1/vdcr_archive_b02_000006_seg_270000_280000_crop.mp4,,,v2_seed,,reused_v1_final_mp4,true,8d0eae23e3a3912082f6f31a53a88933e20be8405887c8afa33fb1516071e27c,1715966,reused_v1_mp4,
vdcr_v1_000013,vdcr_000013,,Cytoplasmic Streaming,biology_living_systems,release/media/videos_mp4/vdcr_v1_000013.mp4,release/media/videos_mp4/vdcr_v1_000013.mp4,media/vdcr_segments_pilot_v1/vdcr_archive_b03_000028_seg_075000_115000.mp4,,,v2_seed,,reused_v1_final_mp4,true,64457accb98c01a3bf6dc73da79f9937cc1e99cc79d0a4559e4eae5191b6006b,2056882,reused_v1_mp4,
vdcr_v1_000014,vdcr_000014,,Thigmonasty,biology_living_systems,release/media/videos_mp4/vdcr_v1_000014.mp4,release/media/videos_mp4/vdcr_v1_000014.mp4,media/vdcr_raw_pilot_v1/vdcr_archive_b03_000027.mp4,,,v2_seed,,reused_v1_final_mp4,true,f3c228a81f4fc77a242c2eb2f62d73501cc883c6b5935b773a7efc38f2c6a29a,1508803,reused_v1_mp4,
vdcr_v1_000015,vdcr_000015,,Shear Thickening,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000015.mp4,release/media/videos_mp4/vdcr_v1_000015.mp4,media/vdcr_segments_pilot_v1/vdcr_archive_b02_000004_seg_178000_196000.mp4,,,v2_seed,,reused_v1_final_mp4,true,1d518af187ebd1d150ba175ca17d5a505e203e3c6f39bc8bf094f516c64fd5e8,1339236,reused_v1_mp4,
vdcr_v1_000016,vdcr_000016,,Aa Lava Front Advance,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000016.mp4,release/media/videos_mp4/vdcr_v1_000016.mp4,media/vdcr_segments_pilot_v1/vdcr_archive_earth_000010_seg_120000_145000.ogv,,,v2_seed,,reused_v1_final_mp4,true,d0657dd3a38fd8a06e6439b067e4f362937174cf06ea876b1fcae50b82dbae80,2951255,reused_v1_mp4,
vdcr_v1_000017,vdcr_000017,,Fire-Whirl Vortex Formation,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000017.mp4,release/media/videos_mp4/vdcr_v1_000017.mp4,media/vdcr_segments_pilot_v1/vdcr_archive_b03_000057_seg_034000_050000_crop.ogv,,,v2_seed,,reused_v1_final_mp4,true,7cb57a27d51e9203c9babd90ecb67f50f433a4c246b04291f8fac35b2063ce64,468397,reused_v1_mp4,
vdcr_v1_000018,vdcr_000018,,Chemical Garden Growth,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000018.mp4,release/media/videos_mp4/vdcr_v1_000018.mp4,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000001_seg_008000_020000.mp4,,,v2_seed,,reused_v1_final_mp4,true,2c03b118409a92599def17806b31b80793edc162b7b98eefc40339e4f4296c69,323558,reused_v1_mp4,
vdcr_v1_000019,vdcr_000019,,Blue Bottle Reaction,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000019.mp4,release/media/videos_mp4/vdcr_v1_000019.mp4,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000002_seg_020000_150000.mp4,,,v2_seed,,reused_v1_final_mp4,true,213ba81a415de76f70ae705adf95701622fe713dfa97295cb8d50e68d046910e,4754541,reused_v1_mp4,
vdcr_v1_000020,vdcr_000020,,Phototropism,biology_living_systems,release/media/videos_mp4/vdcr_v1_000020.mp4,release/media/videos_mp4/vdcr_v1_000020.mp4,media/vdcr_commons_manual_round1_v1/vdcr_commons_mr1_000003.webm,,,v2_seed,,reused_v1_final_mp4,true,9b9804bb431eb0305857c47da27689b29576ee754b9d359eadf55c35c7c36e43,1500738,reused_v1_mp4,
vdcr_v1_000021,vdcr_000021,,Tidal Bore,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000021.mp4,release/media/videos_mp4/vdcr_v1_000021.mp4,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000004_seg_020000_100000.mp4,,,v2_seed,,reused_v1_final_mp4,true,9c61a93a8b8f70111e9403ea5a5d4203875013104327282718f5b13e7ae56150,7255058,reused_v1_mp4,
vdcr_v1_000022,vdcr_000022,,Hydraulic Jump,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000022.mp4,release/media/videos_mp4/vdcr_v1_000022.mp4,media/vdcr_commons_manual_segments_round1_v1/vdcr_commons_mr1_000006_seg_020000_055000.mp4,,,v2_seed,,reused_v1_final_mp4,true,99e4f6fc1ce104ee74e0ce79fbb4f4b1e19ba113526f47f7fe8010c4489bdd8d,6155868,reused_v1_mp4,
vdcr_v1_000023,vdcr_000023,,Vortex Shedding / Karman Vortex Street,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000023.mp4,release/media/videos_mp4/vdcr_v1_000023.mp4,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000001.ogv,,,v2_seed,,reused_v1_final_mp4,true,12cfc34b048890a89514512160190817d5a866a0c8e28c1dd9e52f83597285d3,85012,reused_v1_mp4,
vdcr_v1_000024,vdcr_000024,,Leidenfrost Droplet Motion,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000024.mp4,release/media/videos_mp4/vdcr_v1_000024.mp4,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000002.webm,,,v2_seed,,reused_v1_final_mp4,true,be7ac69a8599c96776720769dc9095ab00ae0d15bd0a85c09b658c892fae742e,27007515,reused_v1_mp4,
vdcr_v1_000025,vdcr_000025,,Capillary-Driven Jet/Thread Breakup,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000025.mp4,release/media/videos_mp4/vdcr_v1_000025.mp4,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000003.webm,,,v2_seed,,reused_v1_final_mp4,true,47922a243b1cd81627dfc9486a39513413c0a0da744315db799cd831905e813e,699996,reused_v1_mp4,
vdcr_v1_000026,vdcr_000026,,Supercell Mesocyclone Rotation,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000026.mp4,release/media/videos_mp4/vdcr_v1_000026.mp4,media/vdcr_commons_manual_round2_v1/vdcr_commons_mr2_000004.webm,,,v2_seed,,reused_v1_final_mp4,true,11eeae10a5baf9fe2c3f74b45dbbf286a032553c5d434b57fe2fdb452490b67b,5986648,reused_v1_mp4,
vdcr_v1_000027,vdcr_000027,,Supercooled Liquid Rapid Crystallization,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000027.mp4,release/media/videos_mp4/vdcr_v1_000027.mp4,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000001.ogv,,,v2_seed,,reused_v1_final_mp4,true,14aa3634096d73211a43ea757ce7b3f892fd36a07a3649c4c81b0fbdad945d91,706740,reused_v1_mp4,
vdcr_v1_000028,vdcr_000028,,Liesegang Ring Formation,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000028.mp4,release/media/videos_mp4/vdcr_v1_000028.mp4,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000002.webm,,,v2_seed,,reused_v1_final_mp4,true,60cfddc7b46cadaae6d8c9117977d3a9f894363c425bb116e755718e840452a0,113784,reused_v1_mp4,
vdcr_v1_000029,vdcr_000029,,Thin-Film Dewetting,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000029.mp4,release/media/videos_mp4/vdcr_v1_000029.mp4,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000004.ogv,,,v2_seed,,reused_v1_final_mp4,true,7bab2e7e960fcf201d82ef517726e35d32830ba6c50c8f633fd5f5ae3464bd51,262175,reused_v1_mp4,
vdcr_v1_000030,vdcr_000030,,Bistable Snap-Trap Closure,biology_living_systems,release/media/videos_mp4/vdcr_v1_000030.mp4,release/media/videos_mp4/vdcr_v1_000030.mp4,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000005.webm,,,v2_seed,,reused_v1_final_mp4,true,45002fbba41ba6f7fe74e63f97f852a45dc75239da7025939862ed9680eae435,1895338,reused_v1_mp4,
vdcr_v1_000031,vdcr_000031,,Gust Front Propagation,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000031.mp4,release/media/videos_mp4/vdcr_v1_000031.mp4,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000007.webm,,,v2_seed,,reused_v1_final_mp4,true,bbae88f1b7af444d877da2028eb670d9412918419ad97dfcb90acc7eac6a9967,4745744,reused_v1_mp4,
vdcr_v1_000032,vdcr_000032,,Microtubule Dynamic Instability,biology_living_systems,release/media/videos_mp4/vdcr_v1_000032.mp4,release/media/videos_mp4/vdcr_v1_000032.mp4,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000002.ogv,,,v2_seed,,reused_v1_final_mp4,true,ca5bbea0ae3993f3a17c94e76a2d2be4159dba5f6994c8b73ab6ff4c27aa274f,583984,reused_v1_mp4,
vdcr_v1_000033,vdcr_000033,,Calcium Wave Propagation,biology_living_systems,release/media/videos_mp4/vdcr_v1_000033.mp4,release/media/videos_mp4/vdcr_v1_000033.mp4,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000003.ogv,,,v2_seed,,reused_v1_final_mp4,true,b55b26053917a3baa8c147f5e6f3c3fd9905a4fc631e59cf890a1f058a94f4d0,155247,reused_v1_mp4,
vdcr_v1_000034,vdcr_000034,,Dust Storm Front Propagation,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000034.mp4,release/media/videos_mp4/vdcr_v1_000034.mp4,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000007.webm,,,v2_seed,,reused_v1_final_mp4,true,305d147770b4836d5626c4e46ad2b18299a10c8e0e922dd1bd52fc63502ce942,574321,reused_v1_mp4,
vdcr_v1_000035,vdcr_000035,,Buoyancy-Driven Smoke Plume Rise,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000035.mp4,release/media/videos_mp4/vdcr_v1_000035.mp4,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000010.webm,,,v2_seed,,reused_v1_final_mp4,true,6fdf21e2d4a272d30bdb8b4f0b841b8a0bef08e3800f5b9e690dc2eda44f9471,303167,reused_v1_mp4,
vdcr_v1_000036,vdcr_000036,,Brazil Nut Effect,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000036.mp4,release/media/videos_mp4/vdcr_v1_000036.mp4,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000001.webm,,,v2_seed,,reused_v1_final_mp4,true,d51a490183b5ed00d90b37bfc549fe5880ec717ac518cd64a6bebab72cf5aac2,1884009,reused_v1_mp4,
vdcr_v1_000037,vdcr_000037,,Liquid Bridge Pinch-Off,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000037.mp4,release/media/videos_mp4/vdcr_v1_000037.mp4,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000003.webm,,,v2_seed,,reused_v1_final_mp4,true,c7ec0fd2326aac03a05089ed77125e9909406c80feb077c76a15f91f29cb2146,181110,reused_v1_mp4,
vdcr_v1_000038,vdcr_000038,,Spinodal Decomposition,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000038.mp4,release/media/videos_mp4/vdcr_v1_000038.mp4,media/vdcr_commons_manual_round6_v1/vdcr_commons_mr6_000001.ogv,,,v2_seed,,reused_v1_final_mp4,true,24f78da3d9a12964706d9d3a31b809b337106fd9a3743d2c9c0f52e39da1d645,3751109,reused_v1_mp4,
vdcr_v1_000039,vdcr_000039,,Metachronal Wave Locomotion,biology_living_systems,release/media/videos_mp4/vdcr_v1_000039.mp4,release/media/videos_mp4/vdcr_v1_000039.mp4,media/vdcr_commons_manual_round7_v1/vdcr_commons_mr7_000002.webm,,,v2_seed,,reused_v1_final_mp4,true,62d35054623d1b3529569924310be88829885aa4571e50a483941da9ee37b38c,834947,reused_v1_mp4,
vdcr_v1_000040,vdcr_000040,,Pyroclastic Density Current,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000040.mp4,release/media/videos_mp4/vdcr_v1_000040.mp4,media/vdcr_commons_manual_segments_round8_v1/vdcr_commons_mr8_000001_noaudio.webm,,,v2_seed,,reused_v1_final_mp4,true,41eca485cb17dd74e98c29afda11e2a92fb05b681c076ec9cbb1e7be61e747a3,1837666,reused_v1_mp4,
vdcr_v1_000041,vdcr_000041,,Meander Neck Cutoff,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000041.mp4,release/media/videos_mp4/vdcr_v1_000041.mp4,media/vdcr_commons_manual_round8_v1/vdcr_commons_mr8_000003.gif,,,v2_seed,,reused_v1_final_mp4,true,0feb2955cf839cf111464c5e3a83a66578f1ca62d4fe1198df4b1e2a51fab7bb,1900852,reused_v1_mp4,
vdcr_v1_000042,vdcr_000042,,Kelvin-Helmholtz Instability,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000042.mp4,release/media/videos_mp4/vdcr_v1_000042.mp4,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000001.ogv,,,v2_seed,,reused_v1_final_mp4,true,11a45f2c638503f45d22fdd2e439c75bf2a6bfa480a557ac186e2b403721d6a0,541474,reused_v1_mp4,
vdcr_v1_000043,vdcr_000043,,Vortex Ring Formation,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000043.mp4,release/media/videos_mp4/vdcr_v1_000043.mp4,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000002_seg_003000_355000_noaudio.mp4,,,v2_seed,,reused_v1_final_mp4,true,30bff6b5711efbfba4c20f4d59bd283b09cbb9dbf61398ad9d7970bc27961071,1520489,reused_v1_mp4,
vdcr_v1_000044,vdcr_000044,,Bubble-Net Feeding,biology_living_systems,release/media/videos_mp4/vdcr_v1_000044.mp4,release/media/videos_mp4/vdcr_v1_000044.mp4,media/vdcr_commons_manual_segments_round9_v1/vdcr_commons_mr9_000004_noaudio.webm,,,v2_seed,,reused_v1_final_mp4,true,690e8bf293a65946440079bfea9f9b76d85555a89c0ba1e5efbe852e001d7612,1407552,reused_v1_mp4,
vdcr_v1_000045,vdcr_000045,,Dendritic Crystal Growth,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000045.mp4,release/media/videos_mp4/vdcr_v1_000045.mp4,media/vdcr_commons_manual_round10_v1/vdcr_commons_mr10_000002.gif,,,v2_seed,,reused_v1_final_mp4,true,dc137614f17c60f9d1b39cba5b459cf40ed77ffa4089f8466833bc99923251b2,26438,reused_v1_mp4,
vdcr_v1_000046,vdcr_000046,,Ostwald Ripening,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000046.mp4,release/media/videos_mp4/vdcr_v1_000046.mp4,media/vdcr_commons_manual_segments_round10_v1/vdcr_commons_mr10_000004_seg_012000_460000_lowerfoam_noaudio.mp4,,,v2_seed,,reused_v1_final_mp4,true,308e4410aff84292ff0f12ac47523849a692faed50135fd6624c97dd078dd7a5,1176914,reused_v1_mp4,
vdcr_v1_000047,vdcr_000047,,Axonal Transport,biology_living_systems,release/media/videos_mp4/vdcr_v1_000047.mp4,release/media/videos_mp4/vdcr_v1_000047.mp4,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000003.ogv,,,v2_seed,,reused_v1_final_mp4,true,ff33b96db10e0fd2fa2d87c75c39d6412f93aebe24aa10f12a50aca8f37dacc5,140278,reused_v1_mp4,
vdcr_v1_000048,vdcr_000048,,Phagocytosis,biology_living_systems,release/media/videos_mp4/vdcr_v1_000048.mp4,release/media/videos_mp4/vdcr_v1_000048.mp4,media/vdcr_commons_manual_round11_v1/vdcr_commons_mr11_000004.webm,,,v2_seed,,reused_v1_final_mp4,true,9595919cd77c123833ba541e9395060ed2e28613a2db3e7f21199149f885d7d9,1260758,reused_v1_mp4,
vdcr_v1_000049,vdcr_000049,,Debris-Flow Surge Propagation,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000049.mp4,release/media/videos_mp4/vdcr_v1_000049.mp4,media/vdcr_commons_manual_segments_round12_v1/vdcr_commons_mr12_000002_seg_000000_040000_noaudio.webm,,,v2_seed,,reused_v1_final_mp4,true,21c76bcaacdaa34482c477b01eec92f08bc492fd9a5418cfecc0802f15b953ae,818319,reused_v1_mp4,
vdcr_v1_000050,vdcr_000050,,Plunging Breaker,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000050.mp4,release/media/videos_mp4/vdcr_v1_000050.mp4,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000003.gif,,,v2_seed,,reused_v1_final_mp4,true,d4ac7bfa0c9746af928aadfeeecc9ecada8b6fc03a2d7b04fbb51142d26bddb8,21803,reused_v1_mp4,
vdcr_v1_000051,vdcr_000051,,Pyrocumulus Development,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000051.mp4,release/media/videos_mp4/vdcr_v1_000051.mp4,media/vdcr_commons_manual_round12_v1/vdcr_commons_mr12_000005.webm,,,v2_seed,,reused_v1_final_mp4,true,533db2c2e545ce397358c904e37ece89b97087e38996f32216c8ba78de80c015,563908,reused_v1_mp4,
vdcr_v1_000052,vdcr_000052,,Cavitation Bubble Growth and Collapse,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000052.mp4,release/media/videos_mp4/vdcr_v1_000052.mp4,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000001.ogv,,,v2_seed,,reused_v1_final_mp4,true,f3c3f95f820de391e094d8625e2737c641d30aa32eabcb68a773bbe71ffcb3c9,3846426,reused_v1_mp4,
vdcr_v1_000053,vdcr_000053,,Chemical Traffic Light Reaction,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000053.mp4,release/media/videos_mp4/vdcr_v1_000053.mp4,media/vdcr_commons_manual_round13_v1/vdcr_commons_mr13_000003.webm,,,v2_seed,,reused_v1_final_mp4,true,966a4fad020b0f48104c64f09500dda74f09183a117a9de2c51f63220acac419,1137432,reused_v1_mp4,
vdcr_v1_000055,vdcr_000055,,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000055.mp4,release/media/videos_mp4/vdcr_v1_000055.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000001_seg_000000_031270_noaudio.webm,,,v2_seed,,reused_v1_final_mp4,true,229ea02dd1dac97f7310490ffc554971dd1fd12054fb6a809ef995cbc87e36e5,1162657,reused_v1_mp4,
vdcr_v1_000056,vdcr_000056,,Coordinated Ciliary Beating Dynamics,biology_living_systems,release/media/videos_mp4/vdcr_v1_000056.mp4,release/media/videos_mp4/vdcr_v1_000056.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr14_000004_seg_000000_016667_clean.webm,,,v2_seed,,reused_v1_final_mp4,true,5e432a64594c3a2670a22d81e4608fae63c1f4006c84abbf854e53842765dbcc,85241,reused_v1_mp4,
vdcr_v1_000057,vdcr_000057,,Gyroscopic Precession,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000057.mp4,release/media/videos_mp4/vdcr_v1_000057.mp4,media/vdcr_commons_manual_round15_v1/vdcr_commons_mr15_000001.gif,,,v2_seed,,reused_v1_final_mp4,true,4f4ca25c0b26d7ca898731d3929dbc6407571c225daa4139bb9f2f924b1a5791,48976,reused_v1_mp4,
vdcr_v1_000058,vdcr_000058,,Turbidity Current Propagation,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000058.mp4,release/media/videos_mp4/vdcr_v1_000058.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000004_seg_036000_079000_clean.webm,,,v2_seed,,reused_v1_final_mp4,true,cea27c4e759de09848ceceb3e654ffee060353b4f388a8ccfad17e87b9519950,1851279,reused_v1_mp4,
vdcr_v1_000059,vdcr_000059,,Nyctinasty,biology_living_systems,release/media/videos_mp4/vdcr_v1_000059.mp4,release/media/videos_mp4/vdcr_v1_000059.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr15_000005_seg_000000_051000_crop_clean.webm,,,v2_seed,,reused_v1_final_mp4,true,43ecaeabe9e8e49bab00ff6417452a7300da538cb885f2cc223ebcbbcc5cef5a,634819,reused_v1_mp4,
vdcr_v1_000060,vdcr_000060,,Reactive Flame-Front Propagation,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000060.mp4,release/media/videos_mp4/vdcr_v1_000060.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr16_000001_seg_000000_015206_clean.webm,,,v2_seed,,reused_v1_final_mp4,true,751c4264ddc17779510d85dfba01077f25a9c712dbbdb6da95f65a15c565ef97,422901,reused_v1_mp4,
vdcr_v1_000061,vdcr_000061,,Metal Displacement Dendrite Growth,chemistry_materials_change,release/media/videos_mp4/vdcr_v1_000061.mp4,release/media/videos_mp4/vdcr_v1_000061.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000002_seg_000000_031371_clean.webm,,,v2_seed,,reused_v1_final_mp4,true,1f0db561fac6b5b7cbaf5b314238b9e710e7633948206879ade55e886ee32ada,2613218,reused_v1_mp4,
vdcr_v1_000062,vdcr_000062,,Gravitropism,biology_living_systems,release/media/videos_mp4/vdcr_v1_000062.mp4,release/media/videos_mp4/vdcr_v1_000062.mp4,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000004.gif,,,v2_seed,,reused_v1_final_mp4,true,a0205741ef3e4de136e0278f275434386d6364467656ec221ddf933aca7075a4,141047,reused_v1_mp4,
vdcr_v1_000063,vdcr_000063,,Tornadogenesis,earth_environmental_systems,release/media/videos_mp4/vdcr_v1_000063.mp4,release/media/videos_mp4/vdcr_v1_000063.mp4,media/vdcr_segments_pilot_v1/vdcr_commons_mr17_000006_seg_000000_036218_clean.webm,,,v2_seed,,reused_v1_final_mp4,true,07f806383ebcef5169e922709d5362d938ef645012c6af5a161df00fa606b403,1081849,reused_v1_mp4,
vdcr_v1_000064,vdcr_000064,,Rayleigh-Plateau Breakup,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000064.mp4,release/media/videos_mp4/vdcr_v1_000064.mp4,media/vdcr_commons_manual_round17_v1/vdcr_commons_mr17_000007.ogv,,,v2_seed,,reused_v1_final_mp4,true,312f8d8cab52595aa5a2cdb0c83579468dde09239cb45f6c6e096492f2ad35d0,16219,reused_v1_mp4,
vdcr_v1_000065,vdcr_000065,,Marangoni-Driven Flow,physics_physical_systems,release/media/videos_mp4/vdcr_v1_000065.mp4,release/media/videos_mp4/vdcr_v1_000065.mp4,media/vdcr_commons_manual_round18_v1/vdcr_commons_mr18_000001.ogv,,,v2_seed,,reused_v1_final_mp4,true,bf1326f94d0ae56501d92e5b559d94c29fd2faf7a26a1a69184175f5a92daaac,166436,reused_v1_mp4,
