media_asset_id,video_id,source_id,file_path,source_file_path,original_local_media,source_url,direct_url,license_or_usage_note,is_derivative,start_sec,end_sec,transform_note,source_status,sha256,bytes,status,error
vdcr_v1_000030,vdcr_000030,vdcr_commons_mr3_000005,release/media/videos_mp4/vdcr_v1_000030.mp4,release/media/videos/vdcr_v1_000030.webm,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000005.webm,https://commons.wikimedia.org/wiki/File:Venus_Flytrap_(time_lapse).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/6/6e/Venus_Flytrap_(time_lapse).webm/Venus_Flytrap_(time_lapse).webm.360p.webm,CC-BY-3.0 YouTube source reviewed on Commons,false,,,,downloaded,45002fbba41ba6f7fe74e63f97f852a45dc75239da7025939862ed9680eae435,1895338,converted,
vdcr_v1_000031,vdcr_000031,vdcr_commons_mr3_000007,release/media/videos_mp4/vdcr_v1_000031.mp4,release/media/videos/vdcr_v1_000031.webm,media/vdcr_commons_manual_round3_v1/vdcr_commons_mr3_000007.webm,https://commons.wikimedia.org/wiki/File:Gust_Front_Expands_From_Storms_Over_the_Gulf_of_Mexico_(CIRA_2024-04-29_-_nolabels_portrait).webm,https://upload.wikimedia.org/wikipedia/commons/a/a8/Gust_Front_Expands_From_Storms_Over_the_Gulf_of_Mexico_%28CIRA_2024-04-29_-_nolabels_portrait%29.webm,Public domain NOAA/CSU-CIRA material on Commons,false,,,,existing_release,bbae88f1b7af444d877da2028eb670d9412918419ad97dfcb90acc7eac6a9967,4745744,converted,
vdcr_v1_000032,vdcr_000032,vdcr_commons_mr4_000002,release/media/videos_mp4/vdcr_v1_000032.mp4,release/media/videos/vdcr_v1_000032.webm,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000002.ogv,https://commons.wikimedia.org/wiki/File:MicrotubuleDynamicInstability.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/a/a0/MicrotubuleDynamicInstability.ogv/MicrotubuleDynamicInstability.ogv.360p.webm,Commons page/license review needed,false,,,,downloaded,ca5bbea0ae3993f3a17c94e76a2d2be4159dba5f6994c8b73ab6ff4c27aa274f,583984,converted,
vdcr_v1_000033,vdcr_000033,vdcr_commons_mr4_000003,release/media/videos_mp4/vdcr_v1_000033.mp4,release/media/videos/vdcr_v1_000033.webm,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000003.ogv,https://commons.wikimedia.org/wiki/File:Calcium-Wave-Propagation-in-Networks-of-Endothelial-Cells-Model-based-Theoretical-and-Experimental-pcbi.1002847.s006.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/33/Calcium-Wave-Propagation-in-Networks-of-Endothelial-Cells-Model-based-Theoretical-and-Experimental-pcbi.1002847.s006.ogv/Calcium-Wave-Propagation-in-Networks-of-Endothelial-Cells-Model-based-Theoretical-and-Experimental-pcbi.1002847.s006.ogv.360p.webm,Commons/PLOS supplementary license review needed,false,,,,downloaded,b55b26053917a3baa8c147f5e6f3c3fd9905a4fc631e59cf890a1f058a94f4d0,155247,converted,
vdcr_v1_000034,vdcr_000034,vdcr_commons_mr4_000007,release/media/videos_mp4/vdcr_v1_000034.mp4,release/media/videos/vdcr_v1_000034.webm,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000007.webm,https://commons.wikimedia.org/wiki/File:Phoenix_DustStorm.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/70/Phoenix_DustStorm.webm/Phoenix_DustStorm.webm.360p.webm,Commons page/license review needed,false,,,,downloaded,305d147770b4836d5626c4e46ad2b18299a10c8e0e922dd1bd52fc63502ce942,574321,converted,
vdcr_v1_000035,vdcr_000035,vdcr_commons_mr4_000010,release/media/videos_mp4/vdcr_v1_000035.mp4,release/media/videos/vdcr_v1_000035.webm,media/vdcr_commons_manual_round4_v1/vdcr_commons_mr4_000010.webm,https://commons.wikimedia.org/wiki/File:Fires_Billow_Smoke_Across_the_Pacific_Northwest_(CIRA_2024-09-05_-_nolabels).webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/9/94/Fires_Billow_Smoke_Across_the_Pacific_Northwest_(CIRA_2024-09-05_-_nolabels).webm/Fires_Billow_Smoke_Across_the_Pacific_Northwest_(CIRA_2024-09-05_-_nolabels).webm.360p.webm,NOAA/CIRA public-domain likely; Commons page/license review needed,false,,,,downloaded,6fdf21e2d4a272d30bdb8b4f0b841b8a0bef08e3800f5b9e690dc2eda44f9471,303167,converted,
vdcr_v1_000036,vdcr_000036,vdcr_commons_mr5_000001,release/media/videos_mp4/vdcr_v1_000036.mp4,release/media/videos/vdcr_v1_000036.webm,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000001.webm,https://commons.wikimedia.org/wiki/File:Paranuss-Effekt_Brazil_Nut_Effect_Granular_Convection.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d9/Paranuss-Effekt_Brazil_Nut_Effect_Granular_Convection.webm/Paranuss-Effekt_Brazil_Nut_Effect_Granular_Convection.webm.360p.webm,CC-BY-SA-4.0 Commons own work,false,,,,downloaded,d51a490183b5ed00d90b37bfc549fe5880ec717ac518cd64a6bebab72cf5aac2,1884009,converted,
vdcr_v1_000037,vdcr_000037,vdcr_commons_mr5_000003,release/media/videos_mp4/vdcr_v1_000037.mp4,release/media/videos/vdcr_v1_000037.webm,media/vdcr_commons_manual_round5_v1/vdcr_commons_mr5_000003.webm,https://commons.wikimedia.org/wiki/File:Pinch-off_in_two-fluid_systems.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/3/3e/Pinch-off_in_two-fluid_systems.webm/Pinch-off_in_two-fluid_systems.webm.360p.webm,CC-BY-3.0 YouTube source reviewed on Commons,false,,,,downloaded,c7ec0fd2326aac03a05089ed77125e9909406c80feb077c76a15f91f29cb2146,181110,converted,
vdcr_v1_000038,vdcr_000038,vdcr_commons_mr6_000001,release/media/videos_mp4/vdcr_v1_000038.mp4,release/media/videos/vdcr_v1_000038.webm,media/vdcr_commons_manual_round6_v1/vdcr_commons_mr6_000001.ogv,https://commons.wikimedia.org/wiki/File:Entropy-driven-formation-of-chiral-nematic-phases-by-computer-simulations-ncomms11175-s4.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/7/7d/Entropy-driven-formation-of-chiral-nematic-phases-by-computer-simulations-ncomms11175-s4.ogv/Entropy-driven-formation-of-chiral-nematic-phases-by-computer-simulations-ncomms11175-s4.ogv.360p.webm,CC-BY-4.0 Commons/Nature Communications supplementary movie,false,,,,downloaded,24f78da3d9a12964706d9d3a31b809b337106fd9a3743d2c9c0f52e39da1d645,3751109,converted,
vdcr_v1_000039,vdcr_000039,vdcr_commons_mr7_000002,release/media/videos_mp4/vdcr_v1_000039.mp4,release/media/videos/vdcr_v1_000039.webm,media/vdcr_commons_manual_round7_v1/vdcr_commons_mr7_000002.webm,https://commons.wikimedia.org/wiki/File:Animation_of_swimming_ciliate.webm,https://upload.wikimedia.org/wikipedia/commons/transcoded/f/f0/Animation_of_swimming_ciliate.webm/Animation_of_swimming_ciliate.webm.360p.webm,CC-BY-SA-4.0 Commons reviewed scientific animation,false,,,,downloaded,62d35054623d1b3529569924310be88829885aa4571e50a483941da9ee37b38c,834947,converted,
vdcr_v1_000040,vdcr_000040,vdcr_commons_mr8_000001,release/media/videos_mp4/vdcr_v1_000040.mp4,release/media/videos/vdcr_v1_000040.webm,media/vdcr_commons_manual_segments_round8_v1/vdcr_commons_mr8_000001_noaudio.webm,"https://commons.wikimedia.org/wiki/File:An_explosive_eruption_occurred_at_Kanlaon_Volcano_on_December_9,_2024.webm",https://upload.wikimedia.org/wikipedia/commons/transcoded/5/57/An_explosive_eruption_occurred_at_Kanlaon_Volcano_on_December_9%2C_2024.webm/An_explosive_eruption_occurred_at_Kanlaon_Volcano_on_December_9%2C_2024.webm.360p.webm,Public domain Commons/PHIVOLCS-DOST,true,,,noaudio,downloaded_source_fallback,41eca485cb17dd74e98c29afda11e2a92fb05b681c076ec9cbb1e7be61e747a3,1837666,converted,
vdcr_v1_000041,vdcr_000041,vdcr_commons_mr8_000003,release/media/videos_mp4/vdcr_v1_000041.mp4,release/media/videos/vdcr_v1_000041.webm,media/vdcr_commons_manual_round8_v1/vdcr_commons_mr8_000003.gif,https://commons.wikimedia.org/wiki/File:Meandering_on_Ucayali_River.gif,https://upload.wikimedia.org/wikipedia/commons/b/b7/Meandering_on_Ucayali_River.gif,CC-BY-SA-4.0 Commons own work,false,,,,downloaded,0feb2955cf839cf111464c5e3a83a66578f1ca62d4fe1198df4b1e2a51fab7bb,1900852,converted,
vdcr_v1_000042,vdcr_000042,vdcr_commons_mr9_000001,release/media/videos_mp4/vdcr_v1_000042.mp4,release/media/videos/vdcr_v1_000042.webm,media/vdcr_commons_manual_round9_v1/vdcr_commons_mr9_000001.ogv,https://commons.wikimedia.org/wiki/File:Kelvin-Helmholtz_Instability.ogv,https://upload.wikimedia.org/wikipedia/commons/transcoded/d/d8/Kelvin-Helmholtz_Instability.ogv/Kelvin-Helmholtz_Instability.ogv.360p.webm,Public domain Commons simulation,false,,,,downloaded,11a45f2c638503f45d22fdd2e439c75bf2a6bfa480a557ac186e2b403721d6a0,541474,converted,
