video_id,split,domain,subdomain,concept_id,answer,media_asset_id,local_media,duration_sec,source_url,license_or_usage_note,concept_validity_tier,production_gate
vdcr_000033,pilot,biology_living_systems,biology_family_05,vdcr_concept_0159,Calcium Wave Propagation,vdcr_v1_000033,release/media/videos/vdcr_v1_000033.webm,5.0,https://commons.wikimedia.org/wiki/File:Calcium-Wave-Propagation-in-Networks-of-Endothelial-Cells-Model-based-Theoretical-and-Experimental-pcbi.1002847.s006.ogv,Commons/PLOS supplementary license review needed,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000034,pilot,earth_environmental_systems,earth_family_07,vdcr_concept_0232,Dust Storm Front Propagation,vdcr_v1_000034,release/media/videos/vdcr_v1_000034.webm,17.441,https://commons.wikimedia.org/wiki/File:Phoenix_DustStorm.webm,Commons page/license review needed,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000035,pilot,earth_environmental_systems,earth_family_06,vdcr_concept_0225,Buoyancy-Driven Smoke Plume Rise,vdcr_v1_000035,release/media/videos/vdcr_v1_000035.webm,4.104,https://commons.wikimedia.org/wiki/File:Fires_Billow_Smoke_Across_the_Pacific_Northwest_(CIRA_2024-09-05_-_nolabels).webm,NOAA/CIRA public-domain likely; Commons page/license review needed,strict_main_candidate,must_show_buoyancy_driven_plume_generation_rise_and_expansion_not_just_smoke
vdcr_000036,pilot,physics_physical_systems,physics_family_04,vdcr_concept_0028,Brazil Nut Effect,vdcr_v1_000036,release/media/videos/vdcr_v1_000036.webm,18.073,https://commons.wikimedia.org/wiki/File:Paranuss-Effekt_Brazil_Nut_Effect_Granular_Convection.webm,CC-BY-SA-4.0 Commons own work,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000037,pilot,physics_physical_systems,physics_family_02,vdcr_concept_0013,Liquid Bridge Pinch-Off,vdcr_v1_000037,release/media/videos/vdcr_v1_000037.webm,7.513,https://commons.wikimedia.org/wiki/File:Pinch-off_in_two-fluid_systems.webm,CC-BY-3.0 YouTube source reviewed on Commons,strict_main_candidate,must_show_bridge_stretching_necking_and_final_breakup_sequence
vdcr_000038,pilot,chemistry_materials_change,materials_family_06,vdcr_concept_0083,Spinodal Decomposition,vdcr_v1_000038,release/media/videos/vdcr_v1_000038.webm,23.76,https://commons.wikimedia.org/wiki/File:Entropy-driven-formation-of-chiral-nematic-phases-by-computer-simulations-ncomms11175-s4.ogv,CC-BY-4.0 Commons/Nature Communications supplementary movie,core_main,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000039,pilot,biology_living_systems,biology_family_01,vdcr_concept_0111,Metachronal Wave Locomotion,vdcr_v1_000039,release/media/videos/vdcr_v1_000039.webm,14.44,https://commons.wikimedia.org/wiki/File:Animation_of_swimming_ciliate.webm,CC-BY-SA-4.0 Commons reviewed scientific animation,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000040,pilot,earth_environmental_systems,earth_family_04,vdcr_concept_0210,Pyroclastic Density Current,vdcr_v1_000040,release/media/videos/vdcr_v1_000040.webm,25.017,"https://commons.wikimedia.org/wiki/File:An_explosive_eruption_occurred_at_Kanlaon_Volcano_on_December_9,_2024.webm",Public domain Commons/PHIVOLCS-DOST,core_main,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000041,pilot,earth_environmental_systems,earth_family_02,vdcr_concept_0196,Meander Neck Cutoff,vdcr_v1_000041,release/media/videos/vdcr_v1_000041.webm,5.6,https://commons.wikimedia.org/wiki/File:Meandering_on_Ucayali_River.gif,CC-BY-SA-4.0 Commons own work,core_main,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000042,pilot,physics_physical_systems,physics_family_01,vdcr_concept_0004,Kelvin-Helmholtz Instability,vdcr_v1_000042,release/media/videos/vdcr_v1_000042.webm,8.267,https://commons.wikimedia.org/wiki/File:Kelvin-Helmholtz_Instability.ogv,Public domain Commons simulation,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000043,pilot,physics_physical_systems,physics_family_05,vdcr_concept_0039,Vortex Ring Formation,vdcr_v1_000043,release/media/videos/vdcr_v1_000043.mp4,32.533,https://commons.wikimedia.org/wiki/File:Origin-and-dynamics-of-vortex-rings-in-drop-splashing-ncomms9187-s3.ogv,CC-BY-4.0 Commons/Nature Communications supplementary movie,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000044,pilot,biology_living_systems,biology_family_01,vdcr_concept_0112,Bubble-Net Feeding,vdcr_v1_000044,release/media/videos/vdcr_v1_000044.webm,42.988,https://commons.wikimedia.org/wiki/File:Bubble_net_feeding.webm,CC-BY-4.0 license review needed,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000045,pilot,chemistry_materials_change,materials_family_02,vdcr_concept_0066,Dendritic Crystal Growth,vdcr_v1_000045,release/media/videos/vdcr_v1_000045.gif,2.5,https://commons.wikimedia.org/wiki/File:Dendrite_formation.gif,Public domain Commons animation,core_main,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000046,pilot,chemistry_materials_change,materials_family_06,vdcr_concept_0084,Ostwald Ripening,vdcr_v1_000046,release/media/videos/vdcr_v1_000046.mp4,34.0,https://commons.wikimedia.org/wiki/File:A-general-patterning-approach-by-manipulating-the-evolution-of-two-dimensional-liquid-foams-ncomms14110-s2.ogv,CC-BY-4.0 Commons/Nature Communications supplementary movie,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000047,pilot,biology_living_systems,biology_family_05,vdcr_concept_0157,Axonal Transport,vdcr_v1_000047,release/media/videos/vdcr_v1_000047.webm,20.0,https://commons.wikimedia.org/wiki/File:Rabies-Virus-Hijacks-and-Accelerates-the-p75NTR-Retrograde-Axonal-Transport-Machinery-ppat.1004348.s005.ogv,CC BY 4.0,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000048,pilot,biology_living_systems,biology_family_06,vdcr_concept_0164,Phagocytosis,vdcr_v1_000048,release/media/videos/vdcr_v1_000048.webm,57.8,https://commons.wikimedia.org/wiki/File:%D0%9D%D0%B5%D0%B9%D1%82%D1%80%D0%BE%D1%84%D0%B8%D0%BB_%D0%BA%D1%80%D0%BE%D0%B2%D0%B8_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0_%D1%84%D0%B0%D0%B3%D0%BE%D1%86%D0%B8%D1%82%D0%B8%D1%80%D1%83%D0%B5%D1%82_%D0%B1%D0%B0%D0%BA%D1%82%D0%B5%D1%80%D0%B8%D1%8E.webm,CC BY 4.0,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000049,pilot,earth_environmental_systems,earth_family_03,vdcr_concept_0209,Debris-Flow Surge Propagation,vdcr_v1_000049,release/media/videos/vdcr_v1_000049.webm,40.0,https://commons.wikimedia.org/wiki/File:Bondo_Aug_2017.webm,CC0,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000050,pilot,earth_environmental_systems,earth_family_08,vdcr_concept_0234,Plunging Breaker,vdcr_v1_000050,release/media/videos/vdcr_v1_000050.webm,8.75,https://commons.wikimedia.org/wiki/File:Plunging_breaker_single.gif,CC BY-SA 2.0 DE,strict_main_candidate,must_show_crest_steepening_overturning_entrainment_and_breaking_sequence
vdcr_000051,pilot,earth_environmental_systems,earth_family_06,vdcr_concept_0227,Pyrocumulus Development,vdcr_v1_000051,release/media/videos/vdcr_v1_000051.webm,5.272,https://commons.wikimedia.org/wiki/File:Pyrocumulonimbus_Billow_From_Alberta_Wildfires_(CIRA_2025-05-30_-_nolabels).webm,Public domain NOAA,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000052,pilot,physics_physical_systems,physics_family_01,vdcr_concept_0003,Cavitation Bubble Growth and Collapse,vdcr_v1_000052,release/media/videos/vdcr_v1_000052.webm,56.14,https://commons.wikimedia.org/wiki/File:Cavitation_in_a_gear_pump.ogv,CC0,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000053,pilot,chemistry_materials_change,materials_family_03,vdcr_concept_0072,Chemical Traffic Light Reaction,vdcr_v1_000053,release/media/videos/vdcr_v1_000053.webm,56.617,https://commons.wikimedia.org/wiki/File:Chemical_traffic_light_reaction_time-lapse.webm,CC BY-SA 4.0/GFDL,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000055,pilot,chemistry_materials_change,materials_family_08,vdcr_concept_0098,Electrolysis Bubble Nucleation and Detachment,vdcr_v1_000055,release/media/videos/vdcr_v1_000055.webm,30.709,https://commons.wikimedia.org/wiki/File:Separating-hydrogen-and-oxygen-evolution-in-alkaline-water-electrolysis-using-nickel-hydroxide-ncomms11741-s4.ogv,CC BY 4.0 Commons/Nature Communications supplementary movie,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000056,pilot,biology_living_systems,biology_family_05,vdcr_concept_0158,Coordinated Ciliary Beating Dynamics,vdcr_v1_000056,release/media/videos/vdcr_v1_000056.webm,16.667,https://commons.wikimedia.org/wiki/File:Mutation-of-Growth-Arrest-Specific-8-Reveals-a-Role-in-Motile-Cilia-Function-and-Human-Disease-pgen.1006220.s002.ogv,CC BY 4.0 Commons/PLOS Genetics supplementary movie,strict_main_candidate,must_show_coordinated_repeated_ciliary_motion_or_metachronal_pattern_not_static_cell_structure
vdcr_000057,pilot,physics_physical_systems,physics_family_04,vdcr_concept_0024,Gyroscopic Precession,vdcr_v1_000057,release/media/videos/vdcr_v1_000057.gif,2.1,https://commons.wikimedia.org/wiki/File:Gyroscope_precession.gif,Public domain Commons animation,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000058,pilot,earth_environmental_systems,earth_family_02,vdcr_concept_0201,Turbidity Current Propagation,vdcr_v1_000058,release/media/videos/vdcr_v1_000058.webm,43.009,https://serc.carleton.edu/details/files/31382.html,CC BY-NC-SA 3.0 noncommercial educational media; final release audit required,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000059,pilot,biology_living_systems,biology_family_04,vdcr_concept_0148,Nyctinasty,vdcr_v1_000059,release/media/videos/vdcr_v1_000059.webm,50.88,https://commons.wikimedia.org/wiki/File:Nachtkerze02-50p.ogv,CC BY-SA 3.0 Commons own-work video,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000060,pilot,chemistry_materials_change,materials_family_07,vdcr_concept_0089,Reactive Flame-Front Propagation,vdcr_v1_000060,release/media/videos/vdcr_v1_000060.webm,15.2,https://commons.wikimedia.org/wiki/File:Slow-motion_video_of_flame_front_extending_along_a_channel.webm,CC BY-SA 4.0 Commons own-work video; clean derivative required,strict_main_candidate,must_show_reactive_flame_front_advancing_through_fuel_or_mixture_not_generic_fire_motion
vdcr_000061,pilot,chemistry_materials_change,materials_family_08,vdcr_concept_0097,Metal Displacement Dendrite Growth,vdcr_v1_000061,release/media/videos/vdcr_v1_000061.webm,31.364,https://commons.wikimedia.org/wiki/File:Silver.webm,CC BY 4.0 Commons own-work microscopy video; clean derivative required,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000062,pilot,biology_living_systems,biology_family_04,vdcr_concept_0144,Gravitropism,vdcr_v1_000062,release/media/videos/vdcr_v1_000062.webm,1.6,https://commons.wikimedia.org/wiki/File:Gravitropism_in_Roots.gif,CC BY-SA 4.0 Commons own-work animation,core_main,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000063,pilot,earth_environmental_systems,earth_family_01,vdcr_concept_0192,Tornadogenesis,vdcr_v1_000063,release/media/videos/vdcr_v1_000063.webm,36.217,https://commons.wikimedia.org/wiki/File:Tornado_time_lapse.webm,CC BY-SA 4.0,core_main,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000064,pilot,physics_physical_systems,physics_family_02,vdcr_concept_0009,Rayleigh-Plateau Breakup,vdcr_v1_000064,release/media/videos/vdcr_v1_000064.webm,4.0,https://commons.wikimedia.org/wiki/File:Water_drop_animation_enhanced.ogv,CC BY-SA 3.0 Commons slow-motion animation; no-audio derivative if admitted,core_main,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000065,pilot,physics_physical_systems,physics_family_02,vdcr_concept_0015,Marangoni-Driven Flow,vdcr_v1_000065,release/media/videos/vdcr_v1_000065.webm,5.6,https://commons.wikimedia.org/wiki/File:Marangoni-effect-visualized-in-two-dimensions-Optical-tweezers-for-gas-bubbles-srep34787-s6.ogv,CC BY 4.0 Commons/Scientific Reports supplementary video,strict_main_candidate,must_show_surface_tension_gradient_driven_directed_transport_with_source_double_check
vdcr_000066,pilot,chemistry_materials_change,materials_family_01,vdcr_concept_0064,Weissenberg Rod-Climbing Effect,vdcr_v1_000066,release/media/videos/vdcr_v1_000066.webm,24.0,https://web.mit.edu/nnf/research/phenomena/rodclimbing.html,MIT educational source; final release license/permission audit required,core_main,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
vdcr_000067,pilot,biology_living_systems,biology_family_09,vdcr_concept_0184,Plasmolysis and Deplasmolysis,vdcr_v1_000067,release/media/videos/vdcr_v1_000067.webm,20.787,https://commons.wikimedia.org/wiki/File:Plazmoliz_and_deplazmoliz.ogv,CC BY-SA 4.0 Commons onion epidermal timelapse,strict_main_candidate,video_must_show_biological_dynamic_sequence_or_strategy_not_species_or_generic_action
vdcr_000068,pilot,earth_environmental_systems,earth_family_02,vdcr_concept_0198,River Avulsion,vdcr_v1_000068,release/media/videos/vdcr_v1_000068.mp4,3.9,https://developers.google.com/earth-engine/timelapse/videos#kosi-river-bihar-india,CC BY 4.0 no-label Earth Timelapse video; attribution required,strict_main_candidate,video_must_show_process_evolution_or_instability_sequence_not_static_landform_or_event_label
vdcr_000069,pilot,physics_physical_systems,physics_family_01,vdcr_concept_0007,Taylor-Couette Vortices,vdcr_v1_000069,release/media/videos/vdcr_v1_000069.webm,3.334,https://commons.wikimedia.org/wiki/File:Magnetic-field-induced-flow-pattern-reversal-in-a-ferrofluidic-Taylor-Couette-system-srep18589-s8.ogv,CC BY 4.0 Commons/Scientific Reports supplementary movie,strict_main_candidate,video_must_show_named_dynamic_mechanism_sequence_without_title_or_source_leakage
vdcr_000070,pilot,chemistry_materials_change,materials_family_02,vdcr_concept_0068,Crystallization Front Propagation,vdcr_v1_000070,release/media/videos/vdcr_v1_000070.webm,25.73,https://commons.wikimedia.org/wiki/File:Potassium_permanganate_-_KMnO4_-_crystallization_of_aqueous_solution.webm,CC BY-SA 4.0 Commons crystallization video,strict_main_candidate,video_must_show_material_or_reaction_state_evolution; source_text_may_only_double_check_not_supply_answer
