video_id,candidate_id,answer,domain,source_url,license_or_usage_note,local_media,review_status,review_notes,media_asset_id,media_processing_status,media_release_ready
vdcr_000048,,Phagocytosis,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000048.mp4,v2_seed,,vdcr_v1_000048,reused_v1_final_mp4,true
vdcr_000049,,Debris-Flow Surge Propagation,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000049.mp4,v2_seed,,vdcr_v1_000049,reused_v1_final_mp4,true
vdcr_000050,,Plunging Breaker,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000050.mp4,v2_seed,,vdcr_v1_000050,reused_v1_final_mp4,true
vdcr_000051,,Pyrocumulus Development,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000051.mp4,v2_seed,,vdcr_v1_000051,reused_v1_final_mp4,true
vdcr_000052,,Cavitation Bubble Growth and Collapse,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000052.mp4,v2_seed,,vdcr_v1_000052,reused_v1_final_mp4,true
vdcr_000053,,Chemical Traffic Light Reaction,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000053.mp4,v2_seed,,vdcr_v1_000053,reused_v1_final_mp4,true
vdcr_000055,,Electrolysis Bubble Nucleation and Detachment,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000055.mp4,v2_seed,,vdcr_v1_000055,reused_v1_final_mp4,true
vdcr_000056,,Coordinated Ciliary Beating Dynamics,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000056.mp4,v2_seed,,vdcr_v1_000056,reused_v1_final_mp4,true
vdcr_000057,,Gyroscopic Precession,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000057.mp4,v2_seed,,vdcr_v1_000057,reused_v1_final_mp4,true
vdcr_000058,,Turbidity Current Propagation,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000058.mp4,v2_seed,,vdcr_v1_000058,reused_v1_final_mp4,true
vdcr_000059,,Nyctinasty,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000059.mp4,v2_seed,,vdcr_v1_000059,reused_v1_final_mp4,true
vdcr_000060,,Reactive Flame-Front Propagation,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000060.mp4,v2_seed,,vdcr_v1_000060,reused_v1_final_mp4,true
vdcr_000061,,Metal Displacement Dendrite Growth,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000061.mp4,v2_seed,,vdcr_v1_000061,reused_v1_final_mp4,true
vdcr_000062,,Gravitropism,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000062.mp4,v2_seed,,vdcr_v1_000062,reused_v1_final_mp4,true
vdcr_000063,,Tornadogenesis,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000063.mp4,v2_seed,,vdcr_v1_000063,reused_v1_final_mp4,true
vdcr_000064,,Rayleigh-Plateau Breakup,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000064.mp4,v2_seed,,vdcr_v1_000064,reused_v1_final_mp4,true
vdcr_000065,,Marangoni-Driven Flow,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000065.mp4,v2_seed,,vdcr_v1_000065,reused_v1_final_mp4,true
vdcr_000066,,Weissenberg Rod-Climbing Effect,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000066.mp4,v2_seed,,vdcr_v1_000066,reused_v1_final_mp4,true
vdcr_000067,,Plasmolysis and Deplasmolysis,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000067.mp4,v2_seed,,vdcr_v1_000067,reused_v1_final_mp4,true
vdcr_000068,,River Avulsion,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000068.mp4,v2_seed,,vdcr_v1_000068,reused_v1_final_mp4,true
vdcr_000069,,Taylor-Couette Vortices,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000069.mp4,v2_seed,,vdcr_v1_000069,reused_v1_final_mp4,true
vdcr_000070,,Crystallization Front Propagation,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000070.mp4,v2_seed,,vdcr_v1_000070,reused_v1_final_mp4,true
vdcr_000071,,Cytokinetic Furrow Ingression,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000071.mp4,v2_seed,,vdcr_v1_000071,reused_v1_final_mp4,true
vdcr_000072,,Magnus Effect,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000072.mp4,v2_seed,,vdcr_v1_000072,reused_v1_final_mp4,true
vdcr_000073,,Osmotic Gel Swelling Dynamics,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000073.mp4,v2_seed,,vdcr_v1_000073,reused_v1_final_mp4,true
vdcr_000074,,Membrane Blebbing,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000074.mp4,v2_seed,,vdcr_v1_000074,reused_v1_final_mp4,true
vdcr_000075,,Headward Erosion,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000075.mp4,v2_seed,,vdcr_v1_000075,reused_v1_final_mp4,true
vdcr_000076,,Thermocapillary Convection,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000076.mp4,v2_seed,,vdcr_v1_000076,reused_v1_final_mp4,true
vdcr_000077,,Evaporation-Induced Deposition Front,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000077.mp4,v2_seed,,vdcr_v1_000077,reused_v1_final_mp4,true
vdcr_000078,,Actin Wave,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000078.mp4,v2_seed,,vdcr_v1_000078,reused_v1_final_mp4,true
vdcr_000079,,Braided Channel Migration,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000079.mp4,v2_seed,,vdcr_v1_000079,reused_v1_final_mp4,true
vdcr_000080,,Faraday Waves,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000080.mp4,v2_seed,,vdcr_v1_000080,reused_v1_final_mp4,true
vdcr_000081,,C-Start Escape Response,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000081.mp4,v2_seed,,vdcr_v1_000081,reused_v1_final_mp4,true
vdcr_000082,,Crystal Nucleation-and-Growth Dynamics,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000082.mp4,v2_seed,,vdcr_v1_000082,reused_v1_final_mp4,true
vdcr_000083,,Internal Wave Propagation,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000083.mp4,v2_seed,,vdcr_v1_000083,reused_v1_final_mp4,true
vdcr_000084,,Euler's Disk Motion,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000084.mp4,v2_seed,,vdcr_v1_000084,reused_v1_final_mp4,true
vdcr_000085,,Reaction-Precipitation Front Propagation,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000085.mp4,v2_seed,,vdcr_v1_000085,reused_v1_final_mp4,true
vdcr_000086,,Medusan Jet Propulsion by Bell Contraction,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000086.mp4,v2_seed,,vdcr_v1_000086,reused_v1_final_mp4,true
vdcr_000087,,Rip Current Formation,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000087.mp4,v2_seed,,vdcr_v1_000087,reused_v1_final_mp4,true
vdcr_000088,,Rayleigh-Benard Convection,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000088.mp4,v2_seed,,vdcr_v1_000088,reused_v1_final_mp4,true
vdcr_000089,,Reaction-Diffusion Wave,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000089.mp4,v2_seed,,vdcr_v1_000089,reused_v1_final_mp4,true
vdcr_000090,,Neutrophil Chemotaxis,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000090.mp4,v2_seed,,vdcr_v1_000090,reused_v1_final_mp4,true
vdcr_000091,,Downburst / Microburst Outflow,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000091.mp4,v2_seed,,vdcr_v1_000091,reused_v1_final_mp4,true
vdcr_000092,,Saffman-Taylor Viscous Fingering,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000092.mp4,v2_seed,,vdcr_v1_000092,reused_v1_final_mp4,true
vdcr_000093,,Gully Headcut Retreat,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000093.mp4,v2_seed,,vdcr_v1_000093,reused_v1_final_mp4,true
vdcr_000094,,Freeze-Induced Phase Separation,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000094.mp4,v2_seed,,vdcr_v1_000094,reused_v1_final_mp4,true
vdcr_000095,,Boiling Bubble Nucleation and Departure,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000095.mp4,v2_seed,,vdcr_v1_000095,reused_v1_final_mp4,true
vdcr_000096,,Early Embryonic Cleavage Sequence,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000096.mp4,v2_seed,,vdcr_v1_000096,reused_v1_final_mp4,true
vdcr_000097,,Coalescence-Driven Coarsening,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000097.mp4,v2_seed,,vdcr_v1_000097,reused_v1_final_mp4,true
vdcr_000098,,Coupled Pendulum Synchronization,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000098.mp4,v2_seed,,vdcr_v1_000098,reused_v1_final_mp4,true
vdcr_000099,,Bacterial Swarming Motility,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000099.mp4,v2_seed,,vdcr_v1_000099,reused_v1_final_mp4,true
vdcr_000100,,Wind-Driven Fire-Front Propagation,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000100.mp4,v2_seed,,vdcr_v1_000100,reused_v1_final_mp4,true
vdcr_000101,,Inertia-Capillarity Droplet Rebound,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000101.mp4,v2_seed,,vdcr_v1_000101,reused_v1_final_mp4,true
vdcr_000102,,Pollen Tube Chemotropic Growth,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000102.mp4,v2_seed,,vdcr_v1_000102,reused_v1_final_mp4,true
vdcr_000103,,Root Hair Tip Growth,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000103.mp4,v2_seed,,vdcr_v1_000103,reused_v1_final_mp4,true
vdcr_000104,,Seismic Wave Propagation,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000104.mp4,v2_seed,,vdcr_v1_000104,reused_v1_final_mp4,true
vdcr_000105,,Stokes Flow Kinematic Reversibility,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000105.mp4,v2_seed,,vdcr_v1_000105,reused_v1_final_mp4,true
vdcr_000106,,Benedict Positive Reducing-Sugar Reaction,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000106.mp4,v2_seed,,vdcr_v1_000106,reused_v1_final_mp4,true
vdcr_000107,,Cutbank Erosion / Point-Bar Deposition,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000107.mp4,v2_seed,,vdcr_v1_000107,reused_v1_final_mp4,true
vdcr_000108,,Worthington Jet,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000108.mp4,v2_seed,,vdcr_v1_000108,reused_v1_final_mp4,true
vdcr_000109,,Biofilm Colony Expansion Dynamics,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000109.mp4,v2_seed,,vdcr_v1_000109,reused_v1_final_mp4,true
vdcr_000110,,Electrodeposition Dendrite Growth,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000110.mp4,v2_seed,,vdcr_v1_000110,reused_v1_final_mp4,true
vdcr_000111,,Dune Slip-Face Grain Avalanche,earth_environmental_systems,,,release/media/videos_mp4/vdcr_v1_000111.mp4,v2_seed,,vdcr_v1_000111,reused_v1_final_mp4,true
vdcr_000112,,Capillary Rise / Wicking,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000112.mp4,v2_seed,,vdcr_v1_000112,reused_v1_final_mp4,true
vdcr_000113,,Mitotic Chromosome Segregation,biology_living_systems,,,release/media/videos_mp4/vdcr_v1_000113.mp4,v2_seed,,vdcr_v1_000113,reused_v1_final_mp4,true
vdcr_000114,,Droplet Spreading and Retraction,physics_physical_systems,,,release/media/videos_mp4/vdcr_v1_000114.mp4,v2_seed,,vdcr_v1_000114,reused_v1_final_mp4,true
vdcr_000115,,Flame Blowoff,chemistry_materials_change,,,release/media/videos_mp4/vdcr_v1_000115.mp4,v2_seed,,vdcr_v1_000115,reused_v1_final_mp4,true
vdcr_v2_000001,curated_003003,Standing-Wave Mode Formation,physics_physical_systems,https://commons.wikimedia.org/wiki/File:Dipole_xmting_antenna_animation_2_pulses_HD_1080_12_fps.webm,wikimedia_commons_license_verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000115.mp4,pass_candidate,"Candidate should show oscillatory standing-wave current or field mode structure forming over time, not merely a static wave diagram. | triage_decision=pass_candidate; triage_notes=Animation shows oscillatory standing-wave field/current mode structure expanding and contracting over time; no answer-bearing text or audio is present.",vdcr_v2_000115,normalized_v2_mp4_noaudio,true
vdcr_v2_000002,curated_004001,Hydraulic Jump,physics_physical_systems,https://commons.wikimedia.org/wiki/File:Hydraulic_jump.webm,CC BY-SA 4.0 verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000116.mp4,pass_candidate,"Candidate should show a transition from fast shallow flow to slower turbulent deeper flow, not merely a static water surface. | triage_decision=pass_candidate; triage_notes=sparse frames show persistent hydraulic-jump transition from fast incoming flow to turbulent deeper downstream flow; no obvious text leakage",vdcr_v2_000116,normalized_v2_mp4_noaudio,true
vdcr_v2_000003,curated_004002,Viscous Fluid Buckling and Coiling,physics_physical_systems,https://commons.wikimedia.org/wiki/File:Liquid_Rope_Coil_Effect_-_Polyhydroxybutyrate_(PHB)_solution.webm,CC BY 3.0 verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000117.mp4,pass_candidate,"Candidate should show a falling viscous thread buckling and coiling over time, not only a final pile of fluid. | triage_decision=pass_candidate; triage_notes=Clear falling viscous thread buckles and coils over time; no answer-bearing text visible in sparse frames.",vdcr_v2_000117,normalized_v2_mp4_noaudio,true
vdcr_v2_000004,curated_004003,Soliton Propagation,physics_physical_systems,https://commons.wikimedia.org/wiki/File:Soliton_collision_2.webm,CC BY 4.0 verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000118.mp4,pass_candidate,"Candidate should show localized solitary waves propagating and interacting while retaining identity, not merely a static water-tank wave pattern. | triage_decision=pass_candidate; triage_notes=Wave-tank sequence shows localized solitary waves propagating and colliding; bottom/source text does not contain the answer but should be checked for cropping before formal release.",vdcr_v2_000118,normalized_v2_mp4_noaudio,true
vdcr_v2_000005,curated_005004,Dust Devil Formation,earth_environmental_systems,https://commons.wikimedia.org/wiki/File:Destroying_a_dust_devil.webm,CC BY 2.0 verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000119.mp4,pass_candidate,"Candidate should show a rotating dust column evolving over time; reviewer must reject if it only shows a pre-existing vortex being destroyed without formation or intensification evidence. | triage_decision=pass_candidate; triage_notes=Visible rotating dust column evolves and weakens over time; acceptable for dust-devil dynamic process, but should be rechecked for formation-vs-dissipation wording before formal release.",vdcr_v2_000119,normalized_v2_mp4_noaudio,true
vdcr_v2_000006,curated_005006,Tidal Bore,earth_environmental_systems,https://commons.wikimedia.org/wiki/File:Tidalbore_Mascaret_Hangzhou_china.ogv,CC BY-SA 3.0 verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000120.mp4,pass_candidate,"Candidate should show a tide-driven bore wave propagating through a river/estuary, not merely ordinary surf or static high water. | triage_decision=pass_candidate; triage_notes=Distinct bore front propagates along the channel under a bridge; no answer-bearing in-frame text visible in sparse frames.",vdcr_v2_000120,normalized_v2_mp4_noaudio,true
vdcr_v2_000007,curated_005007_avalanche_seg_000000_060000_noaudio,Slab Avalanche Release,earth_environmental_systems,"https://commons.wikimedia.org/wiki/File:Avalanche_on_Mount_Rainier.webm#t=0,60-noaudio",public_domain_nps_verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000121.mp4,pass_candidate,"Clean derivative should show snow slab release and avalanche propagation over time rather than a generic static snowy slope. | triage_decision=pass_candidate; triage_notes=Clean no-audio segment shows snow releasing from a slope, propagating downslope, and forming a moving powder cloud; no readable answer/source text remains, and a single frame would not capture the release-to-propagation sequence.",vdcr_v2_000121,normalized_v2_mp4_noaudio,true
vdcr_v2_000008,curated_006001,Rayleigh-Taylor Instability,physics_physical_systems,https://commons.wikimedia.org/wiki/File:The-Inhibition-of-the-Rayleigh-Taylor-Instability-by-Rotation-srep11706-s1.ogv,CC BY 4.0 verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000122.mp4,pass_candidate,"Candidate should show a density interface evolving into Rayleigh-Taylor fingers/plumes over time, not a static instability diagram or a single composite frame. | triage_decision=pass_candidate; triage_notes=sparse frames show a real-time density interface evolving into descending fingers/plumes; no visible answer text leakage",vdcr_v2_000122,normalized_v2_mp4_noaudio,true
vdcr_v2_000009,vdcr_archive_only_000002_crop_bottom_tight_noaudio,Rayleigh-Taylor Instability,physics_physical_systems,https://archive.org/details/SVS-44#crop-bottom-tight-clean,archive_license_verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000123.mp4,pass_candidate,Clean derivative must show a density interface evolving into Rayleigh-Taylor fingers/plumes over time without relying on source title text. | triage_decision=pass_candidate; triage_notes=Tight crop removes answer-bearing bottom label while preserving Rayleigh-Taylor plume/finger evolution; no audio.,vdcr_v2_000123,normalized_v2_mp4_noaudio,true
vdcr_v2_000010,vdcr_archive_only_000003_crop_bottom_clean,Rayleigh-Taylor Instability,physics_physical_systems,https://archive.org/details/SVS-39#crop-bottom-clean,archive_license_verify_on_page,release/media/videos_v2_mp4/vdcr_v2_000124.mp4,pass_candidate,Clean derivative must show a density interface evolving into Rayleigh-Taylor fingers/plumes over time without relying on source title text. | triage_decision=pass_candidate; triage_notes=cropped clean derivative removes bottom answer/source text while preserving the Rayleigh-Taylor plume/finger evolution; no audio,vdcr_v2_000124,normalized_v2_mp4_noaudio,true
vdcr_v2_000011,vdcr_commons_mr10_000003_seg_004000_025000_noaudio,Marangoni-Driven Flow,physics_physical_systems,"https://commons.wikimedia.org/wiki/File:Marangoni_effect_experimental_demonstration.ogv#t=4,25",CC-BY-3.0 Commons own work,release/media/videos_v2_mp4/vdcr_v2_000125.mp4,pass_candidate,"Segment removes the opening answer title and closing source card while preserving surface-tension-gradient-driven particle clearing/spreading. | triage_decision=pass_candidate; triage_notes=Clean 4-25s no-audio segment removes answer/source cards; visible pepper particles clear and spread after surfactant perturbation, grounding surface-tension-gradient-driven flow. Material labels remain but are not answer-bearing.",vdcr_v2_000125,normalized_v2_mp4_noaudio,true
